CBSA_code,CBSA_name,year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Net earnings by place of residence (thousands of dollars),Per capita net earnings (dollars),Per capita personal current transfer receipts (dollars),Per capita income maintenance benefits (dollars),Per capita unemployment insurance compensation (dollars),Per capita retirement and other (dollars),"Per capita dividends, interest, and rent (dollars)",Real GDP (thousands of chained 2017 dollars),Chain-type quantity indexes for real GDP,Current-dollar GDP (thousands of current dollars)
33860,"Montgomery, AL",1997,7935346,338906,23415,5008503,14778,3445,514,41,2890,5191,NA,NA,NA
33860,"Montgomery, AL",1998,8398175,342120,24547,5373662,15707,3490,522,39,2929,5351,NA,NA,NA
33860,"Montgomery, AL",1999,8751830,344540,25401,5688631,16511,3615,513,39,3062,5276,NA,NA,NA
33860,"Montgomery, AL",2000,9191869,347080,26483,5916213,17046,3809,516,42,3252,5629,NA,NA,NA
33860,"Montgomery, AL",2001,9299144,348725,26666,5938727,17030,4007,550,61,3397,5629,14657661,80.707,10583820
33860,"Montgomery, AL",2002,9737805,350984,27744,6217926,17716,4357,627,80,3649,5672,14950873,82.322,11041980
33860,"Montgomery, AL",2003,10241990,352411,29063,6522263,18508,4649,689,84,3876,5907,15467689,85.167,11660136
33860,"Montgomery, AL",2004,10928634,355009,30784,6940108,19549,4850,739,59,4052,6385,16289606,89.693,12609946
33860,"Montgomery, AL",2005,11435384,358659,31884,7281782,20303,5165,783,51,4330,6416,16925364,93.193,13447979
33860,"Montgomery, AL",2006,12104297,365989,33073,7671999,20962,5478,794,48,4636,6632,17335553,95.452,14182628
33860,"Montgomery, AL",2007,12535611,369390,33936,7827445,21190,5880,865,51,4963,6866,17437310,96.012,14672145
33860,"Montgomery, AL",2008,12843806,370249,34690,7787287,21033,6549,926,89,5534,7108,17154949,94.458,14653269
33860,"Montgomery, AL",2009,12759452,371860,34313,7745719,20830,6995,1042,195,5758,6488,16623890,91.533,14573062
33860,"Montgomery, AL",2010,13112957,375437,34927,7862449,20942,7672,1164,230,6279,6313,17093817,94.121,15093967
33860,"Montgomery, AL",2011,13656857,377230,36203,8108266,21494,7874,1219,193,6461,6835,17159162,94.481,15357765
33860,"Montgomery, AL",2012,13742787,377907,36366,8079320,21379,7802,1167,139,6496,7185,17429363,95.969,15907752
33860,"Montgomery, AL",2013,13815323,378485,36502,8158964,21557,7981,1174,99,6708,6964,17382981,95.713,16156916
33860,"Montgomery, AL",2014,14166808,379191,37361,8309126,21913,8245,1151,54,7040,7202,17242966,94.942,16374452
33860,"Montgomery, AL",2015,14790033,380447,38875,8562251,22506,8923,1408,46,7469,7446,17645112,97.156,17167228
33860,"Montgomery, AL",2016,15219512,382383,39802,8930189,23354,8951,1297,43,7610,7497,18184902,100.129,17918257
33860,"Montgomery, AL",2017,15646324,384003,40745,9141387,23806,9115,1106,37,7972,7825,18161538,100,18161538
33860,"Montgomery, AL",2018,15979817,384119,41601,9318597,24260,9490,1094,34,8362,7851,18181259,100.109,18563972
33860,"Montgomery, AL",2019,16454713,385249,42712,9543381,24772,9896,1135,33,8728,8044,18298911,100.756,19066356
33860,"Montgomery, AL",2020,17536367,385403,45501,9780387,25377,12440,1316,885,10239,7685,17889427,98.502,19043827
33860,"Montgomery, AL",2021,18958276,384872,49259,10176789,26442,14165,2000,344,11822,8651,18484045,101.776,20396391
33860,"Montgomery, AL",2022,19322352,385410,50135,10825451,28088,12850,2149,17,10684,9196,18943824,104.307,22199708
33860,"Montgomery, AL",2023,20533020,385480,53266,11602188,30098,13126,1448,17,11661,10042,19558914,107.694,24065840
34060,"Morgantown, WV",1969,234668,87513,2682,181261,2071,270,19,8,242,341,NA,NA,NA
34060,"Morgantown, WV",1970,266124,89219,2983,203590,2282,318,32,9,276,383,NA,NA,NA
34060,"Morgantown, WV",1971,296621,90684,3271,223404,2464,386,39,13,333,422,NA,NA,NA
34060,"Morgantown, WV",1972,340664,94067,3622,256206,2724,439,43,20,375,459,NA,NA,NA
34060,"Morgantown, WV",1973,364176,96069,3791,264725,2756,523,37,18,468,512,NA,NA,NA
34060,"Morgantown, WV",1974,403584,98296,4106,289037,2940,582,51,22,508,584,NA,NA,NA
34060,"Morgantown, WV",1975,458241,97808,4685,326039,3333,694,60,39,595,657,NA,NA,NA
34060,"Morgantown, WV",1976,511329,99573,5135,362909,3645,758,69,38,651,732,NA,NA,NA
34060,"Morgantown, WV",1977,574724,101553,5659,410291,4040,796,68,37,690,823,NA,NA,NA
34060,"Morgantown, WV",1978,645097,103131,6255,457428,4435,889,80,50,760,930,NA,NA,NA
34060,"Morgantown, WV",1979,695828,104338,6669,482197,4621,1023,76,55,892,1024,NA,NA,NA
34060,"Morgantown, WV",1980,775793,105829,7331,518217,4897,1163,92,72,999,1271,NA,NA,NA
34060,"Morgantown, WV",1981,871730,107115,8138,564985,5275,1323,113,92,1118,1541,NA,NA,NA
34060,"Morgantown, WV",1982,952634,107348,8874,617834,5755,1391,107,83,1202,1727,NA,NA,NA
34060,"Morgantown, WV",1983,1018735,107934,9438,643936,5966,1544,116,141,1287,1929,NA,NA,NA
34060,"Morgantown, WV",1984,1096590,108233,10132,701206,6479,1601,124,80,1397,2052,NA,NA,NA
34060,"Morgantown, WV",1985,1153960,106785,10806,734980,6883,1713,134,74,1506,2211,NA,NA,NA
34060,"Morgantown, WV",1986,1194172,106152,11250,746593,7033,1858,144,71,1643,2359,NA,NA,NA
34060,"Morgantown, WV",1987,1245924,105816,11774,787841,7445,1930,143,58,1730,2399,NA,NA,NA
34060,"Morgantown, WV",1988,1390296,105441,13186,892025,8460,2094,159,56,1879,2632,NA,NA,NA
34060,"Morgantown, WV",1989,1460573,104993,13911,925524,8815,2259,177,51,2031,2837,NA,NA,NA
34060,"Morgantown, WV",1990,1573104,104696,15025,1000348,9555,2435,195,61,2179,3036,NA,NA,NA
34060,"Morgantown, WV",1991,1669997,106229,15721,1051189,9895,2737,214,88,2435,3088,NA,NA,NA
34060,"Morgantown, WV",1992,1824596,107468,16978,1123984,10459,3225,245,124,2857,3294,NA,NA,NA
34060,"Morgantown, WV",1993,1878920,108582,17304,1147358,10567,3403,258,119,3026,3335,NA,NA,NA
34060,"Morgantown, WV",1994,1976296,109494,18049,1225359,11191,3404,271,66,3068,3454,NA,NA,NA
34060,"Morgantown, WV",1995,2035832,110247,18466,1231330,11169,3498,287,61,3151,3799,NA,NA,NA
34060,"Morgantown, WV",1996,2108187,110553,19069,1255882,11360,3719,319,78,3322,3991,NA,NA,NA
34060,"Morgantown, WV",1997,2166317,110781,19555,1277410,11531,3829,312,68,3450,4195,NA,NA,NA
34060,"Morgantown, WV",1998,2257793,110918,20356,1331882,12008,3918,303,53,3562,4429,NA,NA,NA
34060,"Morgantown, WV",1999,2347829,110888,21173,1416718,12776,3997,306,48,3642,4400,NA,NA,NA
34060,"Morgantown, WV",2000,2541664,111338,22828,1559529,14007,4215,300,59,3856,4606,NA,NA,NA
34060,"Morgantown, WV",2001,2714850,112764,24076,1661529,14735,4673,326,69,4278,4668,4921793,62.722,3218701
34060,"Morgantown, WV",2002,2872674,114343,25123,1771942,15497,5035,345,112,4578,4592,5066851,64.571,3397935
34060,"Morgantown, WV",2003,2934034,116466,25192,1816962,15601,5049,356,124,4569,4542,5204907,66.33,3577747
34060,"Morgantown, WV",2004,3156427,118062,26735,2037037,17254,4925,368,87,4470,4556,5480839,69.846,3912129
34060,"Morgantown, WV",2005,3404114,119937,28383,2218084,18494,5049,385,79,4585,4840,5771349,73.549,4308805
34060,"Morgantown, WV",2006,3587328,121894,29430,2304015,18902,5278,405,72,4801,5250,5865472,74.748,4579542
34060,"Morgantown, WV",2007,3752741,123507,30385,2388568,19340,5553,407,79,5067,5492,5886556,75.017,4748815
34060,"Morgantown, WV",2008,4010254,125267,32014,2526091,20166,6083,425,95,5563,5765,6073007,77.393,5068700
34060,"Morgantown, WV",2009,4162307,127498,32646,2658479,20851,6402,514,153,5735,5393,6330964,80.68,5471178
34060,"Morgantown, WV",2010,4563040,130312,35016,2877383,22081,6888,543,221,6123,6048,6855551,87.365,5993275
34060,"Morgantown, WV",2011,4824562,132717,36352,3059920,23056,6863,531,186,6146,6433,6904990,87.995,6190978
34060,"Morgantown, WV",2012,4938587,134890,36612,3140591,23283,6827,522,176,6129,6503,6941822,88.465,6354100
34060,"Morgantown, WV",2013,5022967,136052,36919,3168488,23289,6941,533,148,6260,6690,7472657,95.23,6952577
34060,"Morgantown, WV",2014,5270451,137515,38326,3339558,24285,7372,529,95,6748,6669,7433167,94.726,7065198
34060,"Morgantown, WV",2015,5550134,138672,40023,3488859,25159,7646,531,109,7007,7218,7704227,98.181,7442629
34060,"Morgantown, WV",2016,5512597,139604,39487,3400029,24355,7910,529,119,7262,7223,7619302,97.098,7455914
34060,"Morgantown, WV",2017,5781502,139858,41338,3585952,25640,8201,539,80,7582,7498,7846985,100,7846985
34060,"Morgantown, WV",2018,6068442,139389,43536,3730162,26761,8510,523,87,7899,8265,7912910,100.84,8103495
34060,"Morgantown, WV",2019,6257546,139667,44803,3898876,27916,8678,540,92,8046,8210,7659990,97.617,7977640
34060,"Morgantown, WV",2020,6568974,140100,46888,3885346,27733,11000,632,889,9479,8155,7587326,96.691,8017956
34060,"Morgantown, WV",2021,7122170,140825,50575,4145687,29439,12230,961,328,10942,8906,7911174,100.818,8907651
34060,"Morgantown, WV",2022,7385587,141200,52306,4390108,31091,11250,1225,56,9969,9965,7994806,101.884,9718097
34060,"Morgantown, WV",2023,7801619,141817,55012,4659113,32853,11386,714,71,10601,10773,8144157,103.787,10070965
34100,"Morristown, TN",1969,196244,76604,2562,159961,2088,226,19,10,197,248,NA,NA,NA
34100,"Morristown, TN",1970,208793,78134,2672,164676,2108,278,33,21,225,286,NA,NA,NA
34100,"Morristown, TN",1971,237203,81139,2923,187185,2307,303,35,16,252,314,NA,NA,NA
34100,"Morristown, TN",1972,276190,83966,3289,219700,2617,327,39,13,275,346,NA,NA,NA
34100,"Morristown, TN",1973,314502,85437,3681,247113,2892,395,39,20,336,394,NA,NA,NA
34100,"Morristown, TN",1974,341662,88058,3880,260415,2957,478,64,28,385,445,NA,NA,NA
34100,"Morristown, TN",1975,359314,88539,4058,255147,2882,686,86,124,476,490,NA,NA,NA
34100,"Morristown, TN",1976,408717,90679,4507,299858,3307,677,92,61,524,524,NA,NA,NA
34100,"Morristown, TN",1977,453425,93534,4848,334115,3572,698,87,54,557,577,NA,NA,NA
34100,"Morristown, TN",1978,520585,95428,5455,387173,4057,742,87,38,617,656,NA,NA,NA
34100,"Morristown, TN",1979,580614,96337,6027,425101,4413,870,106,55,710,744,NA,NA,NA
34100,"Morristown, TN",1980,635815,97668,6510,441000,4515,1070,143,98,828,925,NA,NA,NA
34100,"Morristown, TN",1981,704166,98812,7126,475109,4808,1190,156,73,962,1128,NA,NA,NA
34100,"Morristown, TN",1982,751253,100501,7475,489533,4871,1307,147,112,1048,1298,NA,NA,NA
34100,"Morristown, TN",1983,809990,103613,7817,527245,5089,1369,149,103,1117,1360,NA,NA,NA
34100,"Morristown, TN",1984,905506,103446,8753,600121,5801,1439,155,54,1230,1513,NA,NA,NA
34100,"Morristown, TN",1985,948680,100755,9416,626596,6219,1563,165,55,1343,1634,NA,NA,NA
34100,"Morristown, TN",1986,1005870,100345,10024,663597,6613,1707,178,68,1460,1704,NA,NA,NA
34100,"Morristown, TN",1987,1082739,99561,10875,726400,7296,1813,185,57,1571,1766,NA,NA,NA
34100,"Morristown, TN",1988,1191946,100133,11904,802689,8016,1953,209,53,1691,1935,NA,NA,NA
34100,"Morristown, TN",1989,1321456,100041,13209,883908,8835,2144,231,54,1859,2229,NA,NA,NA
34100,"Morristown, TN",1990,1431566,100942,14182,967280,9583,2373,262,71,2040,2226,NA,NA,NA
34100,"Morristown, TN",1991,1506063,102245,14730,992130,9703,2780,317,111,2352,2246,NA,NA,NA
34100,"Morristown, TN",1992,1665932,104094,16004,1109894,10662,3148,370,126,2652,2194,NA,NA,NA
34100,"Morristown, TN",1993,1778778,106466,16707,1186775,11147,3324,385,109,2830,2237,NA,NA,NA
34100,"Morristown, TN",1994,1862292,108399,17180,1240023,11439,3401,400,87,2914,2340,NA,NA,NA
34100,"Morristown, TN",1995,1995905,111344,17926,1319632,11852,3552,414,80,3058,2522,NA,NA,NA
34100,"Morristown, TN",1996,2113640,114358,18483,1389973,12155,3691,422,72,3197,2637,NA,NA,NA
34100,"Morristown, TN",1997,2290798,117228,19541,1526371,13021,3829,408,77,3345,2692,NA,NA,NA
34100,"Morristown, TN",1998,2495692,119479,20888,1696920,14203,3891,403,75,3414,2794,NA,NA,NA
34100,"Morristown, TN",1999,2589668,121840,21255,1764115,14479,4000,408,73,3520,2776,NA,NA,NA
34100,"Morristown, TN",2000,2711613,123449,21965,1813383,14689,4364,405,74,3885,2912,NA,NA,NA
34100,"Morristown, TN",2001,2771303,124536,22253,1799410,14449,4774,414,150,4210,3030,4066919,79.555,3039393
34100,"Morristown, TN",2002,2869037,124851,22980,1851026,14826,5235,485,178,4572,2919,4059582,79.411,3082269
34100,"Morristown, TN",2003,2987439,126539,23609,1931923,15267,5354,522,152,4680,2987,4093702,80.079,3142052
34100,"Morristown, TN",2004,3147213,127816,24623,2074236,16228,5557,559,106,4891,2838,4280579,83.734,3339353
34100,"Morristown, TN",2005,3240571,129574,25009,2111267,16294,5932,599,87,5246,2784,4327075,84.644,3449481
34100,"Morristown, TN",2006,3380654,131883,25634,2181647,16542,6219,636,89,5494,2872,4443567,86.922,3609468
34100,"Morristown, TN",2007,3546509,134085,26450,2199221,16402,6756,704,90,5962,3292,4500559,88.037,3718893
34100,"Morristown, TN",2008,3730127,135495,27530,2194609,16197,7581,745,153,6682,3752,4389301,85.861,3704801
34100,"Morristown, TN",2009,3722407,136131,27344,2099185,15420,8230,917,411,6902,3693,4027369,78.781,3562562
34100,"Morristown, TN",2010,3871213,136919,28274,2177316,15902,8802,993,319,7490,3570,4391573,85.905,3872172
34100,"Morristown, TN",2011,4129329,137429,30047,2359122,17166,8924,1010,315,7599,3957,4531272,88.638,4016465
34100,"Morristown, TN",2012,4192772,137527,30487,2418303,17584,8969,1018,162,7788,3934,4597641,89.936,4186052
34100,"Morristown, TN",2013,4232605,137602,30760,2446436,17779,9190,1026,102,8062,3791,4656637,91.09,4306932
34100,"Morristown, TN",2014,4367077,137857,31678,2535000,18389,9332,999,55,8278,3958,4770326,93.314,4508560
34100,"Morristown, TN",2015,4599597,138701,33162,2664051,19207,9795,961,50,8784,4160,4866160,95.189,4750660
34100,"Morristown, TN",2016,4681083,139275,33610,2696367,19360,10105,931,35,9139,4145,4925235,96.345,4882065
34100,"Morristown, TN",2017,4867996,140170,34729,2787229,19885,10343,912,34,9396,4502,5112106,100,5112106
34100,"Morristown, TN",2018,5121959,140901,36351,2937197,20846,10831,873,30,9927,4675,5072997,99.235,5164156
34100,"Morristown, TN",2019,5381907,141831,37946,3047310,21486,11359,906,33,10420,5102,5195991,101.641,5404876
34100,"Morristown, TN",2020,5818121,143027,40678,3169779,22162,13612,1068,692,11852,4905,5227282,102.253,5588600
34100,"Morristown, TN",2021,6591192,143707,45865,3647744,25383,15086,1640,232,13214,5396,5658040,110.679,6305325
34100,"Morristown, TN",2022,6767058,146012,46346,3939952,26984,13856,1712,20,12123,5507,5780857,113.082,6857928
34100,"Morristown, TN",2023,7231230,148735,48618,4224007,28400,14143,1113,27,13004,6075,5886493,115.148,7387094
34580,"Mount Vernon-Anacortes, WA",1969,200752,51173,3923,149171,2915,374,29,31,314,634,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1970,210795,52419,4021,148380,2831,475,47,71,358,715,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1971,230211,52694,4369,160507,3046,537,49,83,406,786,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1972,252938,53145,4759,176948,3330,573,55,64,455,856,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1973,295178,53244,5544,208490,3916,657,58,57,543,971,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1974,326194,54151,6024,224490,4146,792,85,84,624,1086,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1975,364169,53431,6816,243822,4563,980,93,141,746,1273,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1976,415084,56468,7351,282462,5002,1016,94,133,790,1332,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1977,445393,57722,7716,296431,5135,1072,93,116,864,1509,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1978,506036,59516,8503,338972,5695,1113,99,83,930,1695,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1979,583952,61443,9504,390109,6349,1228,113,77,1038,1927,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1980,659360,64491,10224,415161,6438,1486,144,153,1189,2300,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1981,729938,65779,11097,438490,6666,1685,145,193,1347,2746,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1982,783971,66812,11734,452091,6767,1880,147,250,1483,3088,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1983,862121,68094,12661,498605,7322,2029,151,251,1627,3310,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1984,904565,68795,13149,505564,7349,2141,164,207,1770,3658,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1985,959049,69139,13871,532889,7708,2240,175,171,1894,3924,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1986,1018589,70353,14478,577129,8203,2317,190,142,1985,3958,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1987,1044965,71206,14675,601873,8453,2399,198,136,2065,3824,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1988,1166476,73477,15875,682545,9289,2502,205,112,2184,4084,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1989,1336342,76054,17571,774448,10183,2615,197,105,2313,4773,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1990,1462349,80457,18176,868592,10796,2684,195,120,2370,4696,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1991,1585496,83761,18929,942267,11249,2903,229,168,2506,4776,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1992,1710682,86445,19789,1022578,11829,3230,256,237,2737,4730,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1993,1813115,89530,20251,1087122,12143,3370,277,311,2783,4738,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1994,1938412,91829,21109,1149992,12523,3538,306,288,2944,5048,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1995,2075792,94053,22070,1211037,12876,3741,332,240,3169,5454,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1996,2220468,95743,23192,1268499,13249,3934,338,227,3369,6008,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1997,2347131,97539,24064,1375085,14098,3955,313,186,3456,6010,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1998,2561144,99909,25635,1523150,15245,4051,321,200,3530,6339,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",1999,2711063,101701,26657,1676330,16483,4235,313,213,3709,5940,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",2000,2890140,103420,27946,1775416,17167,4467,320,210,3937,6312,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA",2001,2958139,104534,28298,1786935,17094,4914,326,265,4323,6290,4960758,75.887,3297859
34580,"Mount Vernon-Anacortes, WA",2002,3043817,105563,28834,1880481,17814,5149,371,403,4374,5872,5897296,90.214,3877632
34580,"Mount Vernon-Anacortes, WA",2003,3218217,107369,29973,2010790,18728,5266,401,370,4496,5979,5646752,86.381,3932205
34580,"Mount Vernon-Anacortes, WA",2004,3377424,109030,30977,2093680,19203,5381,427,209,4745,6393,5318387,81.358,3882264
34580,"Mount Vernon-Anacortes, WA",2005,3576953,110683,32317,2258302,20403,5648,467,141,5040,6266,6463315,98.873,5109123
34580,"Mount Vernon-Anacortes, WA",2006,3925281,112621,34854,2414768,21442,5937,483,128,5325,7476,6001366,91.806,5000981
34580,"Mount Vernon-Anacortes, WA",2007,4230085,114066,37085,2554527,22395,6300,559,124,5617,8389,6170188,94.389,5376654
34580,"Mount Vernon-Anacortes, WA",2008,4480235,115808,38687,2596423,22420,7115,637,201,6276,9152,6366940,97.398,5550162
34580,"Mount Vernon-Anacortes, WA",2009,4388437,116557,37651,2464929,21148,7965,842,634,6489,8538,6579446,100.649,5522171
34580,"Mount Vernon-Anacortes, WA",2010,4451490,116916,38074,2511357,21480,8723,943,727,7053,7872,6726396,102.897,6019177
34580,"Mount Vernon-Anacortes, WA",2011,4667550,117463,39736,2636192,22443,8724,916,542,7267,8569,5574289,85.273,5555551
34580,"Mount Vernon-Anacortes, WA",2012,4915673,117509,41832,2769806,23571,8766,892,418,7456,9495,5472360,83.714,5651227
34580,"Mount Vernon-Anacortes, WA",2013,4987202,117971,42275,2843859,24106,8924,866,302,7756,9244,5763449,88.167,5895933
34580,"Mount Vernon-Anacortes, WA",2014,5197293,119599,43456,2932052,24516,9575,839,181,8555,9365,5863939,89.704,6031854
34580,"Mount Vernon-Anacortes, WA",2015,5480387,121106,45253,3070527,25354,9791,837,172,8782,10108,6780585,103.726,6917682
34580,"Mount Vernon-Anacortes, WA",2016,5750677,123086,46721,3207637,26060,10167,785,173,9209,10494,6727490,102.914,6369263
34580,"Mount Vernon-Anacortes, WA",2017,6095349,125185,48691,3397779,27142,10346,723,154,9469,11202,6537005,100,6537005
34580,"Mount Vernon-Anacortes, WA",2018,6436934,126969,50697,3588823,28265,10753,672,154,9926,11679,6635744,101.51,7066746
34580,"Mount Vernon-Anacortes, WA",2019,6938481,128330,54067,3851188,30010,11370,721,179,10470,12687,6686473,102.286,7072111
34580,"Mount Vernon-Anacortes, WA",2020,7586544,129902,58402,4027918,31007,14509,837,1636,12036,12886,6614736,101.189,6861431
34580,"Mount Vernon-Anacortes, WA",2021,8107719,131005,61889,4245297,32406,16222,1351,1231,13640,13261,6543589,100.101,7576961
34580,"Mount Vernon-Anacortes, WA",2022,8265208,131322,62938,4496278,34239,14584,1590,144,12851,14116,6572432,100.542,8619679
34580,"Mount Vernon-Anacortes, WA",2023,8827691,131417,67173,4787027,36426,14994,961,200,13834,15752,6670384,102.04,8858346
34620,"Muncie, IN",1969,436643,127518,3424,350627,2750,222,8,6,208,453,NA,NA,NA
34620,"Muncie, IN",1970,453679,129415,3506,356746,2757,253,10,13,230,496,NA,NA,NA
34620,"Muncie, IN",1971,495858,130524,3799,385731,2955,305,17,22,266,539,NA,NA,NA
34620,"Muncie, IN",1972,525032,133342,3937,405283,3039,335,21,22,292,563,NA,NA,NA
34620,"Muncie, IN",1973,596151,133005,4482,459962,3458,393,20,12,361,631,NA,NA,NA
34620,"Muncie, IN",1974,647781,131273,4935,490001,3733,472,31,21,420,730,NA,NA,NA
34620,"Muncie, IN",1975,686269,130324,5266,497151,3815,635,42,90,503,816,NA,NA,NA
34620,"Muncie, IN",1976,752516,130508,5766,552469,4233,651,52,44,556,881,NA,NA,NA
34620,"Muncie, IN",1977,841773,130160,6467,622669,4784,695,52,30,613,989,NA,NA,NA
34620,"Muncie, IN",1978,930089,129712,7170,686828,5295,772,54,36,682,1104,NA,NA,NA
34620,"Muncie, IN",1979,1026330,128611,7980,750217,5833,891,69,29,793,1255,NA,NA,NA
34620,"Muncie, IN",1980,1125537,128394,8766,776485,6048,1175,101,161,912,1544,NA,NA,NA
34620,"Muncie, IN",1981,1217873,127338,9564,810631,6366,1283,111,96,1076,1915,NA,NA,NA
34620,"Muncie, IN",1982,1233095,125887,9795,792653,6297,1435,121,119,1195,2064,NA,NA,NA
34620,"Muncie, IN",1983,1310328,124068,10561,845551,6815,1554,143,89,1322,2192,NA,NA,NA
34620,"Muncie, IN",1984,1428704,123569,11562,939652,7604,1623,144,45,1434,2335,NA,NA,NA
34620,"Muncie, IN",1985,1492402,122044,12228,979749,8028,1702,145,40,1516,2499,NA,NA,NA
34620,"Muncie, IN",1986,1571252,120770,13010,1039343,8606,1798,154,40,1604,2606,NA,NA,NA
34620,"Muncie, IN",1987,1630992,121082,13470,1098635,9073,1832,153,35,1644,2564,NA,NA,NA
34620,"Muncie, IN",1988,1748091,120662,14488,1181899,9795,1937,167,27,1743,2756,NA,NA,NA
34620,"Muncie, IN",1989,1882518,119962,15693,1251886,10436,2127,173,26,1929,3130,NA,NA,NA
34620,"Muncie, IN",1990,2002936,119774,16723,1323509,11050,2357,198,27,2133,3315,NA,NA,NA
34620,"Muncie, IN",1991,2076296,119973,17306,1373518,11449,2552,234,41,2277,3306,NA,NA,NA
34620,"Muncie, IN",1992,2167845,120352,18013,1434459,11919,2845,279,45,2521,3249,NA,NA,NA
34620,"Muncie, IN",1993,2239115,120935,18515,1481145,12247,2996,297,42,2656,3272,NA,NA,NA
34620,"Muncie, IN",1994,2363044,120514,19608,1565429,12990,3136,322,43,2770,3483,NA,NA,NA
34620,"Muncie, IN",1995,2458734,120707,20369,1614700,13377,3148,316,44,2788,3845,NA,NA,NA
34620,"Muncie, IN",1996,2531237,120582,20992,1649095,13676,3323,313,52,2958,3993,NA,NA,NA
34620,"Muncie, IN",1997,2613133,120539,21679,1721534,14282,3382,318,49,3016,4014,NA,NA,NA
34620,"Muncie, IN",1998,2756342,119495,23067,1800114,15064,3562,311,60,3191,4440,NA,NA,NA
34620,"Muncie, IN",1999,2828203,118772,23812,1862092,15678,3819,343,51,3425,4316,NA,NA,NA
34620,"Muncie, IN",2000,2991026,118776,25182,1963549,16532,4070,347,56,3666,4581,NA,NA,NA
34620,"Muncie, IN",2001,3053709,120281,25388,1956966,16270,4471,352,108,4011,4648,4494980,111.534,3158591
34620,"Muncie, IN",2002,3050121,119949,25428,1956643,16312,4668,385,157,4126,4448,4494890,111.532,3206504
34620,"Muncie, IN",2003,3116173,119935,25982,1987529,16572,4810,410,179,4220,4601,4686822,116.294,3376907
34620,"Muncie, IN",2004,3141455,118938,26413,2050816,17243,5090,436,140,4514,4080,4609376,114.373,3382463
34620,"Muncie, IN",2005,3172857,118170,26850,2054421,17385,5574,478,140,4955,3891,4543988,112.75,3398509
34620,"Muncie, IN",2006,3181041,117326,27113,2006175,17099,6025,500,150,5375,3989,4540774,112.67,3475481
34620,"Muncie, IN",2007,3209792,117229,27381,1974933,16847,6209,548,143,5518,4325,4341778,107.733,3418126
34620,"Muncie, IN",2008,3324113,117007,28410,1935694,16543,7095,600,220,6275,4772,4309573,106.934,3442003
34620,"Muncie, IN",2009,3259142,117490,27740,1821560,15504,7823,752,516,6555,4413,4099699,101.726,3328160
34620,"Muncie, IN",2010,3311711,117628,28154,1826156,15525,8366,912,474,6981,4263,4368683,108.4,3631321
34620,"Muncie, IN",2011,3469715,117702,29479,1935874,16447,8324,896,325,7103,4708,4750182,117.866,4233760
34620,"Muncie, IN",2012,3602710,116671,30879,2014432,17266,8732,893,240,7599,4882,3902881,96.842,3573453
34620,"Muncie, IN",2013,3651098,116315,31390,2039456,17534,8821,910,146,7766,5035,4025550,99.886,3747746
34620,"Muncie, IN",2014,3771431,115807,32567,2079874,17960,9477,920,73,8484,5130,4012956,99.574,3803015
34620,"Muncie, IN",2015,3872188,114923,33694,2120773,18454,9925,839,62,9023,5315,3989257,98.986,3868980
34620,"Muncie, IN",2016,3936721,114635,34341,2170812,18937,10200,828,57,9315,5205,3948907,97.984,3890162
34620,"Muncie, IN",2017,4061398,114038,35614,2208669,19368,10627,821,47,9759,5619,4030138,100,4030138
34620,"Muncie, IN",2018,4153955,112718,36853,2254975,20005,11077,805,47,10226,5771,4096420,101.645,4185237
