CBSA_code,CBSA_name,year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Net earnings by place of residence (thousands of dollars),Per capita net earnings (dollars),Per capita personal current transfer receipts (dollars),Per capita income maintenance benefits (dollars),Per capita unemployment insurance compensation (dollars),Per capita retirement and other (dollars),"Per capita dividends, interest, and rent (dollars)",Real GDP (thousands of chained 2017 dollars),Chain-type quantity indexes for real GDP,Current-dollar GDP (thousands of current dollars)
34620,"Muncie, IN",2019,4328097,112200,38575,2352579,20968,11741,845,39,10856,5866,4130329,102.486,4304595
34620,"Muncie, IN",2020,4686963,111762,41937,2387973,21367,14443,986,877,12580,6128,4030587,100.011,4303498
34620,"Muncie, IN",2021,5059543,112057,45152,2552510,22779,16161,1423,573,14165,6212,4157343,103.156,4621815
34620,"Muncie, IN",2022,5149388,112163,45910,2765625,24657,15029,1806,31,13192,6224,4311171,106.973,5086293
34620,"Muncie, IN",2023,5349790,112321,47629,2868608,25539,15220,1074,40,14107,6870,4336147,107.593,5333469
34740,"Muskegon, MI",1969,556589,156538,3556,442484,2827,336,34,15,287,393,NA,NA,NA
34740,"Muskegon, MI",1970,580833,157595,3686,445831,2829,426,54,39,333,431,NA,NA,NA
34740,"Muskegon, MI",1971,601588,158338,3799,446459,2820,525,88,47,389,455,NA,NA,NA
34740,"Muskegon, MI",1972,668217,158137,4226,499519,3159,578,99,48,432,489,NA,NA,NA
34740,"Muskegon, MI",1973,727752,157135,4631,541682,3447,647,99,30,518,537,NA,NA,NA
34740,"Muskegon, MI",1974,805200,156315,5151,589532,3771,763,113,47,603,617,NA,NA,NA
34740,"Muskegon, MI",1975,880409,156266,5634,618488,3958,987,130,157,699,690,NA,NA,NA
34740,"Muskegon, MI",1976,959264,157395,6095,684204,4347,1029,159,114,756,718,NA,NA,NA
34740,"Muskegon, MI",1977,1051818,157496,6678,762515,4841,1055,155,85,816,782,NA,NA,NA
34740,"Muskegon, MI",1978,1179804,157258,7502,859322,5464,1155,175,62,919,883,NA,NA,NA
34740,"Muskegon, MI",1979,1295220,158067,8194,934281,5911,1290,194,71,1025,993,NA,NA,NA
34740,"Muskegon, MI",1980,1395487,157850,8841,964691,6111,1538,246,132,1161,1191,NA,NA,NA
34740,"Muskegon, MI",1981,1504371,158550,9488,1003893,6332,1738,273,137,1328,1419,NA,NA,NA
34740,"Muskegon, MI",1982,1574292,156114,10084,1003341,6427,1992,279,236,1476,1666,NA,NA,NA
34740,"Muskegon, MI",1983,1639926,154496,10615,1040806,6737,2131,316,201,1614,1747,NA,NA,NA
34740,"Muskegon, MI",1984,1807207,154844,11671,1164345,7519,2146,329,83,1735,2006,NA,NA,NA
34740,"Muskegon, MI",1985,1915590,155654,12307,1242791,7984,2241,332,93,1816,2082,NA,NA,NA
34740,"Muskegon, MI",1986,1983867,155812,12732,1280264,8217,2348,353,94,1902,2167,NA,NA,NA
34740,"Muskegon, MI",1987,2067854,156345,13226,1331909,8519,2402,352,113,1936,2306,NA,NA,NA
34740,"Muskegon, MI",1988,2164125,157643,13728,1405677,8917,2475,359,107,2009,2336,NA,NA,NA
34740,"Muskegon, MI",1989,2311415,158365,14595,1489202,9404,2659,374,104,2181,2533,NA,NA,NA
34740,"Muskegon, MI",1990,2430918,159384,15252,1546132,9701,2883,400,127,2357,2668,NA,NA,NA
34740,"Muskegon, MI",1991,2501272,160885,15547,1562133,9710,3172,413,197,2563,2665,NA,NA,NA
34740,"Muskegon, MI",1992,2638782,162135,16275,1678763,10354,3267,439,241,2587,2654,NA,NA,NA
34740,"Muskegon, MI",1993,2749405,163082,16859,1746714,10711,3402,471,180,2751,2746,NA,NA,NA
34740,"Muskegon, MI",1994,2935050,163678,17932,1873476,11446,3393,478,109,2806,3093,NA,NA,NA
34740,"Muskegon, MI",1995,3078188,164457,18717,1969262,11974,3531,465,103,2962,3212,NA,NA,NA
34740,"Muskegon, MI",1996,3241603,165763,19556,2081756,12559,3687,443,119,3126,3310,NA,NA,NA
34740,"Muskegon, MI",1997,3447262,167077,20633,2235816,13382,3843,485,104,3255,3407,NA,NA,NA
34740,"Muskegon, MI",1998,3659727,168147,21765,2423950,14416,3845,476,102,3267,3504,NA,NA,NA
34740,"Muskegon, MI",1999,3882070,169331,22926,2592072,15308,4173,486,100,3587,3445,NA,NA,NA
34740,"Muskegon, MI",2000,4087313,170396,23987,2728180,16011,4311,535,108,3668,3665,NA,NA,NA
34740,"Muskegon, MI",2001,4149355,171055,24257,2710494,15846,4840,564,179,4097,3571,5592489,93.418,4287252
34740,"Muskegon, MI",2002,4182700,171563,24380,2721492,15863,5056,634,290,4131,3461,5688194,95.017,4429750
34740,"Muskegon, MI",2003,4285584,172269,24877,2748043,15952,5300,672,325,4303,3625,5680996,94.896,4484944
34740,"Muskegon, MI",2004,4377584,172771,25337,2831151,16387,5437,700,219,4517,3514,5763454,96.274,4678586
34740,"Muskegon, MI",2005,4513102,173608,25996,2913706,16783,5748,743,185,4819,3465,5906271,98.659,4945818
34740,"Muskegon, MI",2006,4673302,173710,26903,2996375,17249,6157,772,196,5188,3497,5807527,97.01,5062389
34740,"Muskegon, MI",2007,4851540,173738,27924,3017255,17367,6725,961,190,5574,3833,5794219,96.788,5192329
34740,"Muskegon, MI",2008,4954693,173846,28500,2927726,16841,7561,1018,291,6252,4098,5619754,93.873,5124009
34740,"Muskegon, MI",2009,4807947,172755,27831,2685401,15545,8456,1197,744,6514,3831,5420075,90.538,4910445
34740,"Muskegon, MI",2010,4996117,171971,29052,2772819,16124,9053,1375,638,7040,3876,5610978,93.727,5163578
34740,"Muskegon, MI",2011,5250621,170296,30832,2941091,17270,9011,1310,392,7308,4551,5782913,96.599,5444937
34740,"Muskegon, MI",2012,5417363,170623,31750,3077683,18038,8967,1307,278,7381,4746,5883870,98.285,5590340
34740,"Muskegon, MI",2013,5478992,172936,31682,3109200,17979,9077,1236,214,7627,4627,6058983,101.21,5768990
34740,"Muskegon, MI",2014,5759125,173120,33267,3267492,18874,9401,1212,102,8088,4991,6165158,102.984,5993643
34740,"Muskegon, MI",2015,6028784,173513,34745,3411392,19661,9901,1213,91,8597,5184,6238538,104.21,6102028
34740,"Muskegon, MI",2016,6170875,174542,35355,3533320,20243,10070,1170,89,8812,5041,6097005,101.846,5971689
34740,"Muskegon, MI",2017,6370064,175196,36360,3665808,20924,10071,1115,90,8866,5365,5986522,100,5986522
34740,"Muskegon, MI",2018,6594984,175302,37621,3792860,21636,10510,1110,76,9324,5474,6085095,101.647,6240574
34740,"Muskegon, MI",2019,6884718,175420,39247,3930542,22406,11066,1093,73,9900,5775,6169878,103.063,6412133
34740,"Muskegon, MI",2020,7748008,174784,44329,3955000,22628,15638,1304,2680,11654,6063,5905749,98.651,6175054
34740,"Muskegon, MI",2021,8167695,175550,46526,4187940,23856,16431,1811,1389,13232,6239,6064885,101.309,6717537
34740,"Muskegon, MI",2022,8331003,175539,47460,4618385,26310,14308,2151,73,12083,6842,6322248,105.608,7483302
34740,"Muskegon, MI",2023,8694799,176564,49244,4792161,27141,14520,1422,66,13031,7584,6493351,108.466,8004713
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1969,248957,93101,2674,195239,2097,224,23,7,194,353,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1970,285259,95303,2993,216353,2270,281,43,14,223,442,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1971,335024,101165,3312,251707,2488,308,52,16,241,516,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1972,391975,107339,3652,297096,2768,327,53,14,260,557,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1973,450877,113376,3977,339953,2998,365,54,11,301,613,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1974,513110,118307,4337,380618,3217,448,77,19,352,672,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1975,578653,121997,4743,413004,3385,605,97,78,431,753,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1976,641890,127490,5035,456938,3584,656,104,81,472,794,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1977,708269,128032,5532,503191,3930,685,106,53,526,917,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1978,829350,132125,6277,591663,4478,734,104,38,593,1065,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1979,914684,134546,6798,635252,4721,852,125,41,685,1225,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1980,1042716,138543,7526,695313,5019,1028,160,62,806,1479,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1981,1206475,143488,8408,785378,5473,1180,168,67,946,1754,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1982,1335311,147977,9024,845109,5711,1312,162,117,1034,2001,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1983,1541702,155270,9929,987845,6362,1373,161,99,1114,2194,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1984,1757949,163585,10746,1125176,6878,1408,149,58,1201,2460,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1985,1955916,171336,11416,1241700,7247,1496,155,63,1278,2673,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1986,2113793,177546,11906,1325306,7465,1580,163,56,1362,2861,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1987,2308475,183363,12590,1481148,8078,1618,162,46,1410,2894,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1988,2537784,187091,13564,1616027,8638,1731,176,47,1508,3196,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1989,2809010,190746,14726,1740544,9125,2026,251,57,1718,3575,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1990,3024832,196448,15398,1880544,9573,2222,218,73,1930,3603,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1991,3212738,202583,15859,1980263,9775,2445,250,114,2081,3638,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1992,3422206,208302,16429,2099943,10081,2740,299,154,2287,3608,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1993,3579932,208415,17177,2160528,10366,3001,321,144,2536,3809,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1994,3908949,215675,18124,2340664,10853,3253,338,99,2817,4018,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1995,4341632,224765,19316,2584572,11499,3456,355,81,3020,4361,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1996,4795777,235041,20404,2859310,12165,3622,378,78,3166,4617,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1997,5276552,245090,21529,3161280,12898,3716,375,68,3273,4915,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1998,5723238,254627,22477,3438581,13504,3862,371,68,3424,5110,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1999,6116556,263200,23239,3773717,14338,3994,391,65,3538,4908,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2000,6550449,271736,24106,3989326,14681,4209,386,69,3754,5216,NA,NA,NA
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2001,6830318,277987,24571,4073897,14655,4620,392,97,4131,5296,11631615,64.923,8327785
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2002,7007204,284862,24599,4137464,14524,4963,466,140,4357,5111,11826173,66.009,8627566
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2003,7469816,292309,25555,4428849,15151,5247,490,127,4630,5156,12558953,70.1,9327296
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2004,8244252,302421,27261,4900590,16205,5661,508,90,5062,5396,13544424,75.6,10324061
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2005,9081282,317745,28580,5398809,16991,5956,541,76,5339,5633,14647503,81.757,11546188
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2006,10049149,336132,29896,5913170,17592,6268,539,76,5654,6036,15149113,84.557,12395953
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2007,10773915,351472,30654,6135192,17456,6516,513,90,5913,6682,15482998,86.42,13023350
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2008,11277169,363866,30993,5997409,16482,7347,556,195,6596,7163,14878166,83.045,12705517
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2009,11295408,371417,30412,5739835,15454,8230,718,458,7054,6728,14350779,80.101,12602380
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2010,11534364,377797,30531,5817450,15398,8854,807,470,7577,6278,14406766,80.413,12629171
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2011,12082793,382890,31557,6018548,15719,9054,844,401,7809,6784,14629512,81.657,12974595
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2012,12634176,388339,32534,6274726,16158,9268,817,233,8218,7108,14581964,81.391,13181236
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2013,13222104,396559,33342,6618763,16690,9630,816,135,8679,7021,15064370,84.084,13892429
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2014,14214416,406719,34949,6987909,17181,10247,800,65,9382,7521,15833750,88.378,14958853
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2015,15452993,419684,36821,7445503,17741,10867,790,43,10034,8213,16366081,91.35,15836274
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2016,16602675,433687,38283,7990447,18424,11227,736,38,10453,8631,17154849,95.752,16868540
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2017,17694062,447684,39524,8516053,19022,11674,679,36,10959,8828,17915888,100,17915888
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2018,19010479,462910,41067,9055170,19561,12340,689,36,11615,9166,18299683,102.142,18744737
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2019,20685940,476281,43432,9680473,20325,13206,650,33,12523,9901,18781083,104.829,19723715
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2020,23084763,491933,46927,10101806,20535,16149,729,1053,14368,10243,18934822,105.687,20386650
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2021,25865459,510936,50624,11614244,22731,17548,1129,397,16021,10344,20278907,113.19,22792885
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2022,27518097,536055,51334,12779733,23840,16365,1307,21,15038,11129,21257619,118.652,25541731
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2023,30218812,557442,54210,13932867,24994,17261,756,27,16478,11955,22139200,123.573,27945154
34900,"Napa, CA",1969,357485,76688,4662,250711,3269,439,55,20,364,953,NA,NA,NA
34900,"Napa, CA",1970,381497,79562,4795,260674,3276,485,64,26,395,1033,NA,NA,NA
34900,"Napa, CA",1971,416801,81771,5097,281391,3441,523,65,29,429,1133,NA,NA,NA
34900,"Napa, CA",1972,448277,83208,5387,300875,3616,551,60,29,462,1221,NA,NA,NA
34900,"Napa, CA",1973,508478,87718,5797,341225,3890,598,55,23,519,1309,NA,NA,NA
34900,"Napa, CA",1974,578763,90759,6377,383968,4231,688,78,32,579,1458,NA,NA,NA
34900,"Napa, CA",1975,674732,93627,7207,446562,4770,840,95,67,678,1597,NA,NA,NA
34900,"Napa, CA",1976,745064,94964,7846,493333,5195,936,109,72,755,1715,NA,NA,NA
34900,"Napa, CA",1977,827296,96521,8571,546215,5659,1013,119,63,831,1899,NA,NA,NA
34900,"Napa, CA",1978,943170,96437,9780,626013,6491,1084,119,55,910,2204,NA,NA,NA
34900,"Napa, CA",1979,1055739,98789,10687,692217,7007,1227,130,43,1054,2453,NA,NA,NA
34900,"Napa, CA",1980,1166558,99331,11744,740998,7460,1396,154,68,1174,2888,NA,NA,NA
34900,"Napa, CA",1981,1325634,99662,13301,820171,8230,1606,161,63,1383,3466,NA,NA,NA
34900,"Napa, CA",1982,1426311,101178,14097,876706,8665,1722,168,93,1462,3710,NA,NA,NA
34900,"Napa, CA",1983,1519714,101549,14965,916482,9025,1858,175,110,1573,4082,NA,NA,NA
34900,"Napa, CA",1984,1655563,101902,16247,1009693,9908,1909,174,79,1656,4429,NA,NA,NA
34900,"Napa, CA",1985,1786951,103014,17347,1089788,10579,2044,181,81,1781,4724,NA,NA,NA
34900,"Napa, CA",1986,1919001,104237,18410,1191188,11428,2142,179,83,1880,4840,NA,NA,NA
34900,"Napa, CA",1987,1998411,105010,19031,1260883,12007,2191,184,65,1942,4833,NA,NA,NA
34900,"Napa, CA",1988,2181917,106130,20559,1385499,13055,2310,210,58,2043,5194,NA,NA,NA
34900,"Napa, CA",1989,2413073,108662,22207,1490941,13721,2487,227,57,2203,5999,NA,NA,NA
34900,"Napa, CA",1990,2568332,111284,23079,1619825,14556,2600,242,55,2302,5924,NA,NA,NA
34900,"Napa, CA",1991,2719113,112233,24227,1721140,15335,2842,259,90,2494,6050,NA,NA,NA
34900,"Napa, CA",1992,2840028,114322,24842,1787929,15639,3176,274,147,2755,6027,NA,NA,NA
34900,"Napa, CA",1993,2955061,114972,25702,1834050,15952,3338,287,166,2884,6413,NA,NA,NA
34900,"Napa, CA",1994,3085763,116077,26584,1930625,16632,3358,297,108,2953,6594,NA,NA,NA
34900,"Napa, CA",1995,3219652,116697,27590,2000003,17138,3485,322,89,3075,6966,NA,NA,NA
34900,"Napa, CA",1996,3452240,117996,29257,2139244,18130,3626,313,86,3227,7502,NA,NA,NA
34900,"Napa, CA",1997,3669433,119808,30628,2312430,19301,3653,292,73,3289,7673,NA,NA,NA
34900,"Napa, CA",1998,3945710,121583,32453,2499616,20559,3826,280,58,3487,8068,NA,NA,NA
34900,"Napa, CA",1999,4305906,123026,35000,2819547,22918,3776,267,56,3454,8305,NA,NA,NA
34900,"Napa, CA",2000,4739145,124565,38046,3138538,25196,3912,269,60,3582,8938,NA,NA,NA
34900,"Napa, CA",2001,5185732,126818,40891,3551196,28002,4126,257,78,3791,8763,7692253,69.952,5464867
34900,"Napa, CA",2002,5274411,128744,40968,3663645,28457,4314,276,148,3891,8197,8125294,73.89,5928347
34900,"Napa, CA",2003,5339221,130138,41027,3623306,27842,4502,294,168,4040,8683,8215031,74.706,6075195
34900,"Napa, CA",2004,5408459,130387,41480,3585695,27500,4727,318,139,4270,9252,8134485,73.973,6127050
34900,"Napa, CA",2005,5708247,130381,43781,3776017,28961,4997,341,128,4528,9823,8555837,77.805,6616173
34900,"Napa, CA",2006,6035436,131440,45918,3918721,29814,5357,353,110,4895,10747,8547432,77.729,6769970
34900,"Napa, CA",2007,6283049,132583,47390,4007960,30230,5627,371,111,5146,11532,8767280,79.728,7090160
34900,"Napa, CA",2008,6330818,134093,47212,3903869,29113,6258,378,180,5699,11841,8870551,80.667,7386053
34900,"Napa, CA",2009,6228367,135280,46041,3885054,28719,6695,425,453,5818,10627,8629252,78.473,7535938
34900,"Napa, CA",2010,6390918,136790,46721,3990168,29170,7234,456,542,6235,10317,8503238,77.327,7435884
34900,"Napa, CA",2011,6644810,137859,48200,4054419,29410,7298,489,446,6363,11492,8378966,76.197,7367867
34900,"Napa, CA",2012,7334742,138847,52826,4506769,32459,7309,488,345,6476,13059,8944462,81.339,8113171
34900,"Napa, CA",2013,7603966,140017,54307,4854331,34670,7460,482,254,6724,12178,9405317,85.53,8687877
34900,"Napa, CA",2014,8212768,140979,58255,5188779,36805,7791,474,155,7162,13659,10090491,91.761,9531057
34900,"Napa, CA",2015,8890655,141566,62802,5667955,40038,8264,461,127,7676,14501,10593191,96.332,10293910
34900,"Napa, CA",2016,9415486,141730,66433,6075487,42867,8546,435,125,7986,15020,10814400,98.344,10747702
34900,"Napa, CA",2017,9595776,140922,68093,6060955,43009,8547,416,127,8005,16536,10996519,100,10996519
34900,"Napa, CA",2018,9657020,139877,69039,5927737,42378,9013,387,110,8516,17648,11046992,100.459,11212869
34900,"Napa, CA",2019,10194797,139087,73298,6219932,44720,9722,398,114,9210,18856,11004396,100.072,11464625
34900,"Napa, CA",2020,11403940,137459,82962,6606525,48062,14254,440,2909,10905,20647,10431615,94.863,11201652
34900,"Napa, CA",2021,11857055,136265,87015,7053994,51767,14870,677,1670,12524,20378,11466302,104.272,12742654
34900,"Napa, CA",2022,11988357,134370,89219,7278978,54171,12610,752,102,11756,22438,11077239,100.734,12883765
34900,"Napa, CA",2023,12651883,133216,94973,7543114,56623,13335,502,136,12697,25014,11412110,103.779,14227116
34940,"Naples-Marco Island, FL",1969,175467,35453,4949,103179,2910,304,15,1,288,1735,NA,NA,NA
34940,"Naples-Marco Island, FL",1970,208518,38874,5364,116113,2987,379,40,3,337,1998,NA,NA,NA
34940,"Naples-Marco Island, FL",1971,248158,42683,5814,134481,3151,474,72,12,390,2189,NA,NA,NA
34940,"Naples-Marco Island, FL",1972,290752,49144,5916,155483,3164,497,56,9,431,2256,NA,NA,NA
34940,"Naples-Marco Island, FL",1973,368203,54757,6724,198913,3633,570,51,8,511,2521,NA,NA,NA
34940,"Naples-Marco Island, FL",1974,426924,58396,7311,219960,3767,665,50,24,592,2879,NA,NA,NA
34940,"Naples-Marco Island, FL",1975,456499,63602,7177,224780,3534,830,64,68,698,2813,NA,NA,NA
34940,"Naples-Marco Island, FL",1976,523920,66125,7923,257752,3898,899,72,56,771,3126,NA,NA,NA
34940,"Naples-Marco Island, FL",1977,620590,69404,8942,309162,4455,974,68,27,879,3514,NA,NA,NA
34940,"Naples-Marco Island, FL",1978,756148,74844,10103,382926,5116,1047,67,14,966,3940,NA,NA,NA
34940,"Naples-Marco Island, FL",1979,893339,81890,10909,456969,5580,1144,71,18,1055,4185,NA,NA,NA
34940,"Naples-Marco Island, FL",1980,1083586,87504,12383,530244,6060,1309,87,21,1201,5015,NA,NA,NA
34940,"Naples-Marco Island, FL",1981,1332445,93473,14255,606935,6493,1488,94,22,1373,6274,NA,NA,NA
34940,"Naples-Marco Island, FL",1982,1437053,99902,14385,630677,6313,1677,98,50,1530,6394,NA,NA,NA
34940,"Naples-Marco Island, FL",1983,1646721,104265,15794,726144,6964,1803,97,59,1646,7027,NA,NA,NA
34940,"Naples-Marco Island, FL",1984,1889666,110105,17162,814235,7395,1886,75,29,1782,7882,NA,NA,NA
34940,"Naples-Marco Island, FL",1985,2109939,115584,18255,923006,7986,1991,71,23,1897,8278,NA,NA,NA
34940,"Naples-Marco Island, FL",1986,2389939,121311,19701,1042973,8598,2120,70,24,2026,8983,NA,NA,NA
34940,"Naples-Marco Island, FL",1987,2731214,127921,21351,1250442,9775,2194,71,18,2105,9382,NA,NA,NA
34940,"Naples-Marco Island, FL",1988,3373068,135413,24909,1442982,10656,2383,78,17,2287,11871,NA,NA,NA
34940,"Naples-Marco Island, FL",1989,3852124,144790,26605,1652429,11413,2506,89,17,2399,12687,NA,NA,NA
34940,"Naples-Marco Island, FL",1990,4153976,154568,26875,1710119,11064,2682,106,27,2549,13129,NA,NA,NA
34940,"Naples-Marco Island, FL",1991,4657039,163988,28399,2004602,12224,2909,130,54,2725,13265,NA,NA,NA
