"","year","prim_state","CBSA_Code","CBSA_name","tot_emp_school_psychologists","tot_emp_teachers_preschool","tot_emp_bus_drivers","tot_emp_administrators_elemsec","tot_emp_teachers_kindergarten","tot_emp_teachers_elementary","tot_emp_teachers_secondary","tot_emp_administrators_preschool","tot_emp_teachers_middle_school","tot_emp_teachers_other","a_mean_school_psychologists","a_mean_teachers_preschool","a_mean_bus_drivers","a_mean_administrators_elemsec","a_mean_teachers_kindergarten","a_mean_teachers_elementary","a_mean_teachers_secondary","a_mean_administrators_preschool","a_mean_teachers_middle_school","a_mean_teachers_other","a_median_school_psychologists","a_median_teachers_preschool","a_median_bus_drivers","a_median_administrators_elemsec","a_median_teachers_kindergarten","a_median_teachers_elementary","a_median_teachers_secondary","a_median_administrators_preschool","a_median_teachers_middle_school","a_median_teachers_other","tot_emp_substitute_teachers","a_mean_substitute_teachers","a_median_substitute_teachers"
"6154",2017,"MN",19810,"Detroit Lakes, MN",150,560,1380,310,220,2310,1970,40,860,NA,68410,40310,39250,93000,48650,53700,61370,68390,55390,NA,67050,38550,36010,93890,47410,54700,61320,61860,55650,NA,440,35670,32910
"6155",2017,"MN",24330,"Grand Rapids, MN",NA,80,180,60,NA,800,690,NA,NA,NA,NA,33200,NA,86630,50920,79620,56080,NA,64870,NA,NA,29450,NA,86700,50570,80260,55990,NA,64380,NA,NA,34090,31280
"6156",2017,"MN",48820,"Willmar, MN",100,370,920,170,170,1640,1110,NA,550,NA,90710,31610,33190,88900,46200,50350,54140,NA,52350,NA,67370,31470,32880,88790,45040,49980,53010,NA,50560,NA,190,38610,35450
"6157",2017,"MN",35580,"New Ulm, MN",180,230,1120,240,220,1300,1630,50,1050,NA,73130,32240,33190,94650,55730,57810,58660,46880,56220,NA,69980,30940,29760,95600,55060,53690,58170,41590,55780,NA,350,32630,33540
"6158",2017,"MO",47660,"Warrensburg, MO",40,210,950,NA,290,1880,2520,NA,770,NA,NA,27760,25790,NA,48920,44210,47650,NA,48680,NA,NA,23320,24070,NA,45810,41330,45610,NA,47660,NA,1230,28890,25550
"6159",2017,"MO",28860,"Kirksville, MO",NA,100,690,360,130,1230,2230,30,1120,NA,NA,32450,26020,73370,44640,46820,39330,29360,48910,NA,NA,30140,21050,72550,45520,41320,37860,27040,45020,NA,750,23150,22860
"6160",2017,"MO",38740,"Poplar Bluff, MO",NA,280,1030,420,140,2590,2150,NA,1580,NA,64470,27530,23180,77350,47460,42230,46010,NA,46680,NA,48690,24780,20430,75120,45960,40520,44570,NA,44660,NA,1580,26410,21020
"6161",2017,"MO",14700,"Branson, MO",NA,50,430,220,70,850,990,NA,730,NA,66120,31730,29110,84780,46010,48460,44830,NA,44710,NA,60710,30230,19890,80360,45310,43350,43000,NA,44740,NA,190,21150,21120
"6162",2017,"MT",15580,"Butte-Silver Bow, MT",150,330,450,190,100,1150,740,NA,740,NA,78260,30900,27770,83750,56890,58340,48680,39060,57990,NA,67130,32560,26540,85200,57600,56370,47190,37060,57590,NA,1010,24280,23830
"6163",2017,"MT",28060,"Kalispell, MT",30,230,440,170,80,1070,500,NA,430,NA,63060,31200,34740,76020,47320,49680,49410,NA,51080,NA,59170,31540,35490,76790,46910,47930,50710,NA,52330,NA,NA,23120,22190
"6164",2017,"NC",47820,"Washington, NC",200,960,1660,570,340,3160,1520,200,1820,NA,73170,29300,25320,64470,42020,44910,43300,50650,44790,NA,63850,24120,25200,61700,41230,44470,42790,54010,44310,NA,2520,24010,23340
"6165",2017,"NC",11360,"Anderson Creek, NC",40,390,610,300,110,1500,940,NA,NA,NA,59790,23170,25410,67990,41320,45620,40800,NA,42070,NA,59030,19370,25670,63450,41510,45360,38350,NA,41610,NA,850,23820,23470
"6166",2017,"NC",43140,"Shelby-Kings Mountain, NC",230,650,1510,550,290,3470,2030,80,NA,NA,67210,23710,24870,63970,41570,44770,44530,41540,44920,NA,63290,20140,25290,62150,40840,43910,43360,35390,44780,NA,2420,22600,22310
"6167",2017,"NE",42420,"Scottsbluff, NE",NA,40,300,130,50,690,580,NA,160,NA,NA,41920,29590,91600,54630,55330,51560,NA,56600,NA,NA,38740,24400,85560,54200,54840,51690,NA,56660,NA,100,28220,28420
"6168",2017,"NE",18100,"Columbus, NE",60,90,500,240,100,1030,790,NA,680,NA,69270,47570,31160,100020,56200,53870,54560,NA,57880,NA,62440,45730,28010,98490,53960,53810,54030,NA,56290,NA,410,29330,29090
"6169",2017,"NH",30150,"Lebanon-Claremont, NH-VT",NA,160,300,130,NA,510,NA,NA,320,NA,NA,27970,34270,76490,NA,52620,54000,NA,56970,NA,NA,27460,35350,74680,NA,51170,53970,NA,56160,NA,NA,20860,20530
"6170",2017,"NH",29060,"Laconia, NH",100,320,420,340,30,830,1280,NA,560,NA,65980,27900,34410,86850,59880,59870,59560,35530,55590,NA,69040,25140,35450,85810,58040,59270,59570,29670,55160,NA,270,24390,22970
"6171",2017,"NY",38460,"Plattsburgh, NY",180,320,1190,290,190,1620,1910,40,610,NA,67990,38250,34620,93390,62570,58310,62700,53290,63280,NA,65790,33610,32630,93620,60520,57720,62140,51840,60480,NA,1340,27460,26100
"6172",2017,"NY",36460,"Olean, NY",190,610,1620,390,310,2380,2210,50,1190,NA,70890,33390,35190,88960,61570,59550,61590,43480,65370,NA,58950,22770,31970,87470,57050,56550,59200,36630,58560,NA,1060,29990,22880
"6173",2017,"OH",47540,"Wapakoneta, OH",100,550,870,600,200,3010,3560,40,1500,NA,63060,29450,37150,74270,63620,56350,55590,35780,60260,NA,58930,20380,37040,75510,60740,55990,55860,31110,60580,NA,690,26900,27400
"6174",2017,"OH",11740,"Ashland, OH",190,580,970,680,NA,3810,4250,90,2190,NA,66470,32780,24410,80540,54160,57130,57770,38750,60310,NA,68800,29280,21690,83110,54630,56630,57550,36470,59670,NA,520,29750,27460
"6175",2017,"OH",18740,"Coshocton, OH",70,240,NA,250,NA,1990,1300,50,1210,NA,77540,27060,32340,80460,45590,56610,56920,42940,55950,NA,71450,24910,33950,79780,47390,54130,57180,42900,57360,NA,NA,25790,23630
"6176",2017,"OH",11900,"Athens, OH",130,330,930,420,230,1440,2490,30,910,NA,72720,27050,NA,80330,53130,55930,57810,60170,52670,NA,69620,22480,NA,79600,54820,56530,57620,60650,54340,NA,470,25710,24600
"6177",2017,"OK",45140,"Tahlequah, OK",50,450,470,300,140,1730,1100,60,710,NA,51330,30810,21440,69580,36890,37840,39040,48220,39130,NA,50040,32030,19240,69050,36800,37340,38090,42110,38230,NA,240,28680,18220
"6178",2017,"OK",38620,"Ponca City, OK",50,250,210,240,130,1320,800,NA,400,NA,45280,32120,25110,69780,39010,38700,42240,35900,41530,NA,44540,31740,24140,67960,38610,37690,40600,32320,40380,NA,630,19060,18940
"6179",2017,"OK",21120,"Elk City, OK",NA,170,200,200,110,880,780,NA,320,NA,NA,30750,21740,73170,38770,40150,44830,NA,43470,NA,NA,33370,19050,72190,37630,39090,43970,NA,43090,NA,350,21530,17980
"6180",2017,"OK",20460,"Durant, OK",NA,610,560,440,330,2200,1750,70,1060,NA,NA,31050,22190,67270,38040,38850,40690,42410,41230,NA,NA,30650,19930,66470,36840,37540,40170,36520,38930,NA,620,18710,18010
"6181",2017,"PA",20180,"DuBois, PA",180,430,1380,200,150,2020,1770,50,NA,NA,88430,28130,25740,87630,60220,61730,65110,53940,54660,NA,71820,24940,24210,89500,61040,61260,64930,52760,56760,NA,670,26760,22730
"6182",2017,"PA",42380,"Sayre, PA",130,380,1470,270,200,1940,1220,70,530,NA,59590,37300,30300,92340,57540,60570,62130,43890,59670,NA,57950,30290,29650,89430,59130,61510,63730,42080,64260,NA,NA,31590,29930
"6183",2017,"PA",30820,"Lock Haven, PA",140,320,1480,290,210,2020,2430,40,640,NA,75610,29970,26270,81920,58180,56380,56140,40800,56240,NA,63290,28290,26710,85700,58380,56390,54530,37650,54840,NA,740,25820,26700
"6184",2017,"SC",24940,"Greenwood, SC",NA,230,270,190,80,660,1090,NA,NA,NA,NA,38360,19320,80740,48380,46290,48460,NA,55660,NA,NA,38750,18880,76690,50890,44770,48160,NA,56860,NA,NA,NA,NA
"6185",2017,"SD",26700,"Huron, SD",30,340,610,220,200,1320,1300,NA,650,NA,77230,29410,29140,76540,39180,41250,41500,NA,41540,NA,72190,28440,28360,75810,38490,40450,40670,NA,40810,NA,450,28130,28240
"6186",2017,"SD",38180,"Pierre, SD",NA,350,390,150,150,1010,840,NA,430,NA,NA,30460,28760,72700,39800,39780,40680,NA,41990,NA,NA,29210,28170,73040,39690,39790,40370,NA,40550,NA,240,28200,28190
"6187",2017,"TN",20540,"Dyersburg, TN",40,300,850,410,270,1850,1200,NA,810,NA,63040,38470,20840,67860,45030,45090,46910,NA,45710,NA,54830,41620,18520,68820,43600,44850,46580,NA,45470,NA,640,18900,18310
"6188",2017,"TN",43180,"Shelbyville, TN",60,300,570,290,260,1540,950,NA,590,NA,NA,29250,19590,70850,46940,46370,47060,NA,46190,NA,NA,23350,18330,70170,46070,46250,46450,NA,46040,NA,500,19710,17760
"6189",2017,"TN",18900,"Crossville, TN",30,290,660,250,130,1700,920,30,490,NA,51730,29320,25380,70790,43910,44000,45690,52400,44670,NA,50190,25140,22980,69310,41360,43880,45550,52300,44770,NA,910,18950,18360
"6190",2017,"TN",35460,"Newport, TN",50,230,460,300,210,1700,890,NA,670,NA,53390,36810,23840,68810,51520,47910,47940,NA,48180,NA,53940,39510,21650,68370,48440,47520,47310,NA,47340,NA,390,18010,17820
"6191",2017,"TX",11380,"Andrews, TX",90,350,510,690,310,3150,3130,40,1480,NA,60510,36550,25890,79310,49060,48170,50350,48770,49230,NA,57990,34100,23240,77870,48130,47630,49440,41730,47940,NA,2240,23030,20740
"6192",2017,"TX",37300,"Palestine, TX",110,390,1180,920,370,4450,3980,40,2320,NA,60470,34000,22980,77400,45360,45890,48570,43770,47060,NA,55690,35420,19720,75720,44070,45340,47580,43810,46110,NA,2600,22220,18980
"6193",2017,"TX",31260,"Lufkin, TX",70,310,520,350,180,1900,1390,NA,970,NA,61340,35630,25550,75030,42960,46210,49760,NA,48340,NA,58530,35480,24090,73600,44180,46150,49080,NA,47770,NA,1080,20440,18960
"6194",2017,"TX",15220,"Brownwood, TX",220,230,1050,640,160,2720,2710,NA,1550,NA,57500,39930,28600,74060,44670,46320,48810,NA,45730,NA,56710,40210,28320,73770,45020,46200,48120,NA,46300,NA,1520,23550,19580
"6195",2017,"TX",46620,"Uvalde, TX",NA,250,300,200,60,1290,780,30,420,NA,63520,30820,27850,81520,50150,52300,53750,29710,55220,NA,64480,25120,28220,81150,49200,50900,51980,27670,52970,NA,630,21070,20200
"6196",2017,"TX",13300,"Beeville, TX",100,410,750,570,290,2900,2270,NA,1550,NA,60120,37590,23360,75270,47310,49350,51920,NA,50350,NA,57460,38860,19050,74960,46710,48050,51170,NA,49460,NA,1010,20670,20780
"6197",2017,"VA",32300,"Martinsville, VA",50,210,920,260,140,1500,1220,NA,530,NA,74220,31680,27980,78360,57210,56260,57730,NA,54640,NA,65050,27670,26310,76710,49260,50730,51920,NA,49800,NA,1520,23080,19530
"6198",2017,"VA",19260,"Danville, VA",NA,300,1110,270,100,1360,1110,40,650,NA,70200,31580,26100,98780,51380,52240,53830,45610,51280,NA,67360,23110,24790,82000,48340,47830,48900,31210,47000,NA,1500,23890,21920
"6199",2017,"VA",29470,"Lake of the Woods, VA",NA,100,580,160,90,950,710,NA,400,NA,NA,40670,21900,84970,53830,53980,54500,NA,52900,NA,NA,39550,18960,82940,48650,49200,49220,NA,48960,NA,730,24900,24330
"6200",2017,"VT",13540,"Bennington, VT",180,500,460,370,140,1520,630,120,400,NA,66260,33440,36900,91530,56750,62040,59060,50790,56090,NA,66770,29710,36280,93520,52780,58500,56880,46060,56650,NA,1470,35820,24720
"6201",2017,"VT",30150,"Lebanon-Claremont, NH-VT",90,210,410,230,100,1180,590,90,340,NA,71540,39760,34050,82480,58540,59320,58070,47520,56960,NA,74250,39820,34670,81520,53990,57210,58260,45450,55570,NA,930,28140,25870
"6202",2017,"WI",27020,"Iron Mountain, MI-WI",100,590,1390,480,50,1290,2210,40,790,NA,78340,22480,36040,91060,44860,54230,51090,39930,51990,NA,75230,21640,34940,90010,42840,54210,50790,38190,52220,NA,1890,37910,31190
"6203",2017,"WI",13180,"Beaver Dam, WI",110,390,1000,590,70,2570,2780,50,1600,NA,68970,25380,34340,97590,55220,54930,53940,39580,56670,NA,67510,22930,31730,95280,57170,55160,52580,41310,56730,NA,720,29300,28840
"6204",2017,"WI",39960,"Rice Lake, WI",100,350,1150,290,90,1900,1520,NA,1070,NA,88350,24970,37510,88460,48430,48390,50370,NA,54980,NA,82540,22370,38870,89810,46570,48300,50940,NA,53100,NA,640,28200,28070
"6205",2017,"WV",14140,"Bluefield, WV-VA",60,240,640,190,200,1120,NA,30,NA,NA,63100,35060,24480,63630,46920,44500,46430,40060,43800,NA,53690,32000,23960,64700,47450,43550,44650,42150,42850,NA,1030,33950,34060
"6206",2017,"WV",17220,"Clarksburg, WV",90,400,1380,420,220,1380,1030,NA,NA,NA,50180,29540,24460,68800,48560,44640,46910,NA,44820,NA,44840,23910,23980,69730,49420,44760,44780,NA,45160,NA,330,35310,35510
"6207",2017,"AK",11260,"Anchorage, AK",170,390,490,250,40,1760,980,60,NA,NA,87900,31060,40380,122310,56530,78430,92210,60460,NA,NA,84710,28460,38880,123720,44330,76610,92020,59870,NA,NA,490,49260,47700
"6208",2017,"AK",21820,"Fairbanks-College, AK",NA,NA,150,50,320,120,280,NA,NA,NA,NA,42400,40740,136640,83370,108950,90920,NA,NA,NA,NA,41300,39170,144660,80810,112940,95060,NA,NA,NA,NA,NA,NA
"6209",2017,"AL",11500,"Anniston-Oxford, AL",NA,NA,300,80,NA,650,400,NA,NA,NA,NA,NA,17850,75150,NA,48500,50510,NA,47660,NA,NA,NA,18000,74600,NA,48180,50250,NA,47320,NA,NA,NA,NA
"6210",2017,"AL",12220,"Auburn-Opelika, AL",NA,NA,370,90,NA,580,580,NA,NA,NA,NA,NA,17280,95180,NA,49470,49140,NA,NA,NA,NA,NA,17390,84150,NA,49800,48640,NA,NA,NA,NA,18320,17920
"6211",2017,"AL",13820,"Birmingham, AL",190,250,1960,760,160,7260,2280,NA,3090,NA,75430,33370,18520,86680,47280,51060,51570,NA,51070,NA,60500,28050,18130,85510,48550,52230,52800,NA,51510,NA,1560,17730,17800
"6212",2017,"AL",19300,"Daphne-Fairhope-Foley, AL",NA,200,360,130,NA,930,520,NA,NA,NA,NA,21600,19800,78050,38430,50440,51570,NA,NA,NA,NA,19110,18330,77280,39330,50420,52460,NA,NA,NA,NA,NA,NA
"6213",2017,"AL",19460,"Decatur, AL",NA,NA,NA,70,NA,760,NA,NA,420,NA,NA,NA,17840,87840,NA,50380,52960,NA,52740,NA,NA,NA,17960,90530,NA,50710,53430,NA,54080,NA,NA,NA,NA
"6214",2017,"AL",20020,"Dothan, AL",40,100,530,70,100,700,510,NA,NA,NA,61890,26470,17420,79830,39600,47190,50130,NA,43960,NA,62860,23040,17570,77840,37820,47410,51170,NA,44360,NA,NA,NA,NA
"6215",2017,"AL",22520,"Florence-Muscle Shoals, AL",NA,NA,390,100,NA,760,690,NA,NA,NA,NA,NA,18500,85140,NA,48850,50150,NA,51090,NA,NA,NA,18080,83100,NA,50730,50790,NA,51250,NA,NA,NA,NA
"6216",2017,"AL",23460,"Gadsden, AL",NA,NA,NA,90,NA,NA,310,NA,NA,NA,NA,NA,NA,74940,NA,46600,48630,NA,NA,NA,NA,NA,NA,75020,NA,47040,49210,NA,NA,NA,NA,17400,17820
"6217",2017,"AL",26620,"Huntsville, AL",30,NA,NA,340,NA,1860,1690,NA,NA,NA,54710,24390,NA,82510,NA,49400,52310,NA,50940,NA,48370,19010,NA,82290,NA,51090,52690,NA,52760,NA,NA,NA,NA
"6218",2017,"AL",33660,"Mobile, AL",60,NA,790,270,NA,NA,NA,NA,NA,NA,56340,26780,18970,79480,NA,44920,47490,NA,49650,NA,56880,23710,17960,75100,NA,45620,47740,NA,48190,NA,NA,NA,NA
"6219",2017,"AL",33860,"Montgomery, AL",60,250,610,270,NA,1930,1370,NA,490,NA,73310,23070,17710,73210,NA,48860,47690,40480,46140,NA,57790,22050,17930,73140,NA,49520,47410,36890,45930,NA,470,17790,17890
"6220",2017,"AL",46220,"Tuscaloosa, AL",50,130,510,130,NA,1270,680,NA,NA,NA,67160,26120,17870,89390,NA,47130,48630,NA,NA,NA,64440,26640,18090,80970,NA,46860,48530,NA,NA,NA,NA,NA,NA
"6221",2017,"AR",22220,"Fayetteville-Springdale-Rogers, AR",100,850,760,390,230,2190,2360,120,820,NA,68820,28530,25340,86310,51340,53860,55900,50400,53660,NA,55050,19710,20380,87820,50210,53540,55980,39470,53880,NA,730,24660,25150
"6222",2017,"AR",22900,"Fort Smith, AR-OK",40,220,400,210,170,1200,890,NA,640,NA,88720,33370,19750,79360,47800,47590,50930,NA,49070,NA,72460,32290,18820,79110,46930,46080,49180,NA,47660,NA,210,19010,18050
"6223",2017,"AR",26300,"Hot Springs, AR",NA,NA,260,50,40,280,260,NA,230,NA,NA,NA,22510,82470,50220,51840,53920,NA,50350,NA,NA,NA,19360,84230,50270,51660,52600,NA,49570,NA,NA,NA,NA
"6224",2017,"AR",27860,"Jonesboro, AR",40,330,230,90,110,530,450,50,230,NA,61900,35120,19710,79240,45350,45540,47860,NA,48170,NA,59500,37120,18920,78110,45410,45450,47550,NA,47480,NA,NA,NA,NA
"6225",2017,"AR",30780,"Little Rock-North Little Rock-Conway, AR",220,720,1420,570,300,2710,2020,80,1560,NA,58620,34510,21260,83980,47570,51090,52970,50880,52650,NA,58380,32780,19390,84910,47490,50150,52420,41050,51720,NA,660,28360,27850
"6226",2017,"AZ",22380,"Flagstaff, AZ",60,140,160,150,NA,NA,120,NA,NA,NA,67000,32750,28950,75190,46710,46000,51700,NA,41090,NA,58910,31820,28640,74540,46290,45310,48080,NA,40400,NA,NA,NA,NA
"6227",2017,"AZ",29420,"Lake Havasu City-Kingman, AZ",NA,140,270,120,100,520,280,NA,130,NA,NA,29740,24300,85950,32860,36840,42830,NA,38980,NA,NA,29330,23140,69500,34590,37240,40120,NA,36600,NA,NA,NA,NA
"6228",2017,"AZ",38060,"Phoenix-Mesa-Chandler, AZ",1950,4160,4700,3660,1980,14740,11790,840,7270,NA,66080,30650,29020,77930,44770,45540,50510,40570,44650,NA,62010,27750,28610,78100,43930,44610,48810,36760,44100,NA,3310,30170,25280
"6229",2017,"AZ",43420,"Sierra Vista-Douglas, AZ",NA,NA,190,90,40,540,230,NA,160,NA,NA,NA,25260,71610,39930,35840,39590,NA,39410,NA,NA,NA,23920,71820,39440,35270,39400,NA,38590,NA,70,NA,NA
"6230",2017,"AZ",46060,"Tucson, AZ",360,1200,920,710,260,2830,2810,120,1150,NA,58110,30010,28390,73770,41000,42040,40350,42300,40240,NA,52940,28590,28510,73750,40120,40300,38970,42300,38870,NA,1040,26630,24600
"6231",2017,"AZ",49740,"Yuma, AZ",30,250,170,160,100,720,490,NA,160,NA,76930,25890,29230,72020,39170,40130,41660,NA,39050,NA,62840,23160,28270,72940,38250,38370,40020,NA,38300,NA,NA,NA,NA
"6232",2017,"CA",12540,"Bakersfield-Delano, CA",420,820,940,650,380,4750,2970,70,NA,NA,NA,33890,33650,117440,65630,79300,85220,45420,82350,NA,NA,30130,32770,115660,64200,75490,82430,43400,79530,NA,2340,40830,37940
"6233",2017,"CA",17020,"Chico, CA",100,290,70,140,100,1000,340,NA,NA,NA,NA,28450,32210,94080,51950,59380,73530,40350,66970,NA,NA,24000,33180,91790,45200,54840,73720,34330,69250,NA,530,NA,NA
"6234",2017,"CA",20940,"El Centro, CA",100,390,NA,110,NA,1230,NA,NA,380,NA,97920,41600,33850,123260,57630,78100,80640,NA,81420,NA,98850,42070,32180,130820,56680,80130,82200,NA,83470,NA,280,43550,42480
"6235",2017,"CA",23420,"Fresno, CA",710,1270,1010,740,480,4540,3340,160,2590,NA,76820,31900,35640,115330,62420,78970,82730,73640,67000,NA,83920,30130,36080,116510,63620,76800,79190,66040,64530,NA,1610,37180,36380
"6236",2017,"CA",25260,"Hanford-Corcoran, CA",150,NA,50,110,60,1120,410,NA,NA,NA,105910,28330,39780,114050,73500,74770,81570,NA,63060,NA,105540,23410,42880,115190,73060,75720,84850,NA,67540,NA,430,39280,37680
"6237",2017,"CA",32900,"Merced, CA",60,170,360,170,160,1600,NA,NA,360,NA,69800,36720,38710,113890,66380,75910,70750,NA,74340,NA,50770,34980,37820,117160,63900,75910,69480,NA,75070,NA,1600,38610,37450
"6238",2017,"CA",33700,"Modesto, CA",200,400,710,360,210,2580,1680,40,1010,NA,90210,42710,31870,124750,77980,80020,74670,53040,72540,NA,86720,41410,29240,120180,77890,82200,74350,47310,73880,NA,1670,38900,37750
"6239",2017,"CA",34900,"Napa, CA",NA,170,NA,130,NA,1040,NA,NA,NA,NA,105100,39260,NA,126010,NA,76920,NA,NA,NA,NA,109850,37270,NA,127980,NA,80330,NA,NA,NA,NA,NA,NA,NA
"6240",2017,"CA",37100,"Oxnard-Thousand Oaks-Ventura, CA",290,1190,780,470,380,4050,1970,140,1000,NA,93460,33970,34130,120300,59840,75510,71550,50630,77430,NA,92830,33620,31950,117170,57850,76650,70790,47250,75020,NA,3830,39710,38140
"6241",2017,"CA",39820,"Redding, CA",NA,280,250,160,NA,780,NA,NA,830,NA,NA,28400,36720,116280,NA,76770,NA,NA,72560,NA,NA,25850,35970,116530,NA,74870,NA,NA,74570,NA,NA,44390,45420
"6242",2017,"CA",40140,"Riverside-San Bernardino-Ontario, CA",1840,3300,4270,2060,1290,20180,10560,450,3430,NA,93640,31740,38200,124340,68420,83360,76370,52830,80870,NA,97630,29210,39120,123960,70960,85800,76810,43210,84290,NA,NA,NA,NA
"6243",2017,"CA",40900,"Sacramento-Roseville-Folsom, CA",1280,3220,1500,1310,890,7850,6440,420,2760,NA,99020,30440,35600,108010,70410,70810,74550,47400,71350,NA,101820,28510,35710,110970,75610,70900,75490,47090,73060,NA,5710,39980,38200
"6244",2017,"CA",41500,"Salinas, CA",NA,500,230,290,330,2500,890,50,NA,NA,118360,35870,43000,122080,74000,76720,80800,63540,85610,NA,117850,30760,43050,121990,75130,76050,80730,59860,85460,NA,1530,39520,37400
"6245",2017,"CA",41740,"San Diego-Chula Vista-Carlsbad, CA",1610,3930,1900,1630,680,12090,10450,460,3910,NA,84620,32900,38700,113350,64830,73950,74580,68880,73570,NA,82150,30310,39830,117540,64380,72500,75960,48930,73480,NA,8000,39260,37720
"6246",2017,"CA",41940,"San Jose-Sunnyvale-Santa Clara, CA",660,5610,1130,1370,870,10720,3250,720,3660,NA,111540,40720,38010,126210,66330,76510,79450,63220,73290,NA,102260,36680,39020,124530,63230,76860,78560,57220,72480,NA,4860,44670,45100
"6247",2017,"CA",42020,"San Luis Obispo-Paso Robles, CA",240,260,50,150,140,1100,770,80,NA,NA,98280,31270,38790,107960,61220,72760,70100,44450,58200,NA,106160,29200,37440,114300,65300,72480,68500,44670,56680,NA,310,36470,35880
"6248",2017,"CA",42100,"Santa Cruz-Watsonville, CA",80,NA,130,210,60,760,1090,NA,NA,NA,81470,39280,36190,96110,48060,69590,69780,54820,61940,NA,79540,35600,36660,101720,45930,62620,63640,54320,58210,NA,1570,38740,37160
"6249",2017,"CA",42200,"Santa Maria-Santa Barbara, CA",230,390,370,240,220,2250,1160,60,400,NA,109690,39170,33330,118270,73080,76740,78920,51220,67630,NA,110010,32680,31280,119840,73920,77610,79850,46750,66460,NA,NA,40850,39270
"6250",2017,"CA",42220,"Santa Rosa-Petaluma, CA",250,670,250,280,220,2310,850,150,NA,NA,82180,40110,36750,106860,74760,74570,74350,55510,71280,NA,64190,36910,37260,107690,76390,74630,74020,47280,70520,NA,2080,41320,40190
"6251",2017,"CA",44700,"Stockton-Lodi, CA",370,870,430,500,450,3000,1590,80,NA,NA,91860,38640,35860,113900,68130,69160,73840,38290,71160,NA,92660,33500,36510,117120,70420,70190,73950,38100,71540,NA,3330,43050,40710
"6252",2017,"CA",46700,"Vallejo, CA",340,NA,490,220,70,1990,950,NA,50,NA,108730,29920,31150,103440,60190,73150,61290,54140,58660,NA,117760,28060,30520,105650,60120,72230,60870,50220,57810,NA,NA,41520,39090
"6253",2017,"CA",47300,"Visalia, CA",150,220,540,300,340,1890,1180,40,610,NA,97700,35300,31910,122280,73760,76840,73100,52180,65700,NA,99360,33570,30750,121250,74050,73260,72400,39210,64770,NA,3200,40740,39600
"6254",2017,"CA",49700,"Yuba City, CA",NA,250,90,130,NA,1280,NA,NA,360,NA,NA,35760,32370,128870,77180,79480,77250,36560,81330,NA,NA,28700,32270,130440,79270,78370,74230,35310,80810,NA,490,38620,37200
"6255",2017,"CO",14500,"Boulder, CO",380,1240,390,260,230,1730,1160,100,1010,NA,73360,31940,39550,103830,55020,60400,62270,46080,62620,NA,69170,30230,39530,104100,52850,60020,62180,44940,62340,NA,NA,NA,NA
"6256",2017,"CO",17820,"Colorado Springs, CO",360,900,910,730,520,3790,2520,60,1790,NA,75770,29980,30710,89080,45510,47290,48620,50880,47460,NA,75000,27850,29850,88130,44360,46100,47440,44560,46310,NA,NA,NA,NA
"6257",2017,"CO",19740,"Denver-Aurora-Centennial, CO",1540,4620,3100,2270,1830,12610,8300,420,6020,NA,84270,31260,35810,93360,54630,55930,58650,57450,56020,NA,84030,28700,35620,92560,51890,53690,56700,49110,52820,NA,NA,NA,NA
"6258",2017,"CO",22660,"Fort Collins-Loveland, CO",150,530,370,220,220,1540,940,60,770,NA,75980,28670,34450,94090,49720,52290,52880,44620,51650,NA,78580,27880,35360,94270,48370,51930,51960,40350,50720,NA,NA,NA,NA
"6259",2017,"CO",24300,"Grand Junction, CO",40,70,40,120,NA,680,370,NA,360,NA,84150,29270,24390,85310,NA,46410,49680,NA,48560,NA,87280,26050,22430,86300,NA,44210,48270,NA,46800,NA,NA,NA,NA
"6260",2017,"CO",24540,"Greeley, CO",50,340,240,250,300,1270,770,30,710,NA,61010,30250,32690,88580,44940,46910,49560,43330,47260,NA,62970,29420,31240,86940,42780,44840,47400,42290,45040,NA,NA,NA,NA
"6261",2017,"CO",39380,"Pueblo, CO",90,70,100,120,80,740,440,NA,440,NA,87230,30240,24000,85960,44010,47340,49100,NA,48890,NA,88060,29310,22860,84780,42380,45850,47840,NA,46810,NA,NA,NA,NA
"6262",2017,"DE",20100,"Dover, DE",60,270,560,240,NA,NA,NA,NA,NA,NA,71480,33790,31670,106470,NA,NA,NA,NA,NA,NA,75750,29980,32960,110330,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6263",2017,"FL",15980,"Cape Coral-Fort Myers, FL",40,620,1050,170,370,2220,1200,NA,1160,NA,70230,26990,34260,99790,48280,49330,51690,NA,48640,NA,71670,24960,34320,100490,47150,48060,49500,NA,47620,NA,250,28960,27800
"6264",2017,"FL",18880,"Crestview-Fort Walton Beach-Destin, FL",NA,280,370,50,NA,840,710,NA,NA,NA,NA,22310,31620,102080,NA,52630,53750,NA,53400,NA,NA,20950,30450,105130,NA,50390,54390,NA,53230,NA,700,25000,26630
"6265",2017,"FL",19660,"Deltona-Daytona Beach-Ormond Beach, FL",NA,360,430,180,NA,2080,1620,NA,670,NA,47130,27080,29190,76710,27720,43610,46730,NA,43950,NA,46700,25460,28940,77880,23970,40740,45300,NA,42610,NA,80,25780,26210
"6266",2017,"FL",23540,"Gainesville, FL",NA,NA,310,90,160,1030,420,NA,380,NA,NA,23170,26820,80790,45780,43740,47490,NA,45210,NA,NA,19620,27660,79360,44860,43590,47140,NA,44740,NA,NA,22580,22460
