"","year","prim_state","CBSA_Code","CBSA_name","tot_emp_school_psychologists","tot_emp_teachers_preschool","tot_emp_bus_drivers","tot_emp_administrators_elemsec","tot_emp_teachers_kindergarten","tot_emp_teachers_elementary","tot_emp_teachers_secondary","tot_emp_administrators_preschool","tot_emp_teachers_middle_school","tot_emp_teachers_other","a_mean_school_psychologists","a_mean_teachers_preschool","a_mean_bus_drivers","a_mean_administrators_elemsec","a_mean_teachers_kindergarten","a_mean_teachers_elementary","a_mean_teachers_secondary","a_mean_administrators_preschool","a_mean_teachers_middle_school","a_mean_teachers_other","a_median_school_psychologists","a_median_teachers_preschool","a_median_bus_drivers","a_median_administrators_elemsec","a_median_teachers_kindergarten","a_median_teachers_elementary","a_median_teachers_secondary","a_median_administrators_preschool","a_median_teachers_middle_school","a_median_teachers_other","tot_emp_substitute_teachers","a_mean_substitute_teachers","a_median_substitute_teachers"
"6267",2017,"FL",26140,"Homosassa Springs, FL",NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,NA,NA,NA,NA,NA,NA,NA,NA,37390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6268",2017,"FL",27260,"Jacksonville, FL",240,1630,2010,460,900,6010,3040,150,2350,NA,86130,27210,29400,88810,54790,50710,50910,62680,48440,NA,78840,23970,30560,92180,56620,52870,50350,52670,48330,NA,NA,22070,20560
"6269",2017,"FL",29460,"Lakeland-Winter Haven, FL",60,250,600,190,400,2660,1280,NA,1170,NA,NA,29700,26360,89570,46530,46120,48830,NA,48090,NA,NA,24240,26050,92970,46400,46210,47460,NA,46990,NA,220,22330,21150
"6270",2017,"FL",34940,"Naples-Marco Island, FL",NA,NA,480,70,200,1320,620,NA,580,NA,NA,25070,35670,117570,52550,52520,55730,NA,54340,NA,NA,22570,35610,121220,49830,49990,52840,NA,50980,NA,150,32910,31260
"6271",2017,"FL",35840,"North Port-Bradenton-Sarasota, FL",NA,400,910,NA,NA,2160,980,NA,960,NA,63970,23850,28120,NA,57410,46140,56290,NA,52690,NA,60160,22540,28830,NA,51730,46200,54570,NA,51730,NA,1100,31170,32800
"6272",2017,"FL",36100,"Ocala, FL",NA,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,24960,26690,83900,50350,NA,NA,NA,NA,NA,NA,23150,24810,81940,47950,NA,NA,NA,NA,NA,NA,NA,NA
"6273",2017,"FL",36740,"Orlando-Kissimmee-Sanford, FL",360,3040,2860,NA,1710,10250,6920,230,4340,NA,77600,26500,27470,87270,43390,46800,48610,45050,48720,NA,66530,24990,27910,88400,44530,46320,47480,42640,47630,NA,2940,23920,23250
"6274",2017,"FL",37340,"Palm Bay-Melbourne-Titusville, FL",40,670,560,160,330,2100,1150,NA,690,NA,66930,25040,27640,85090,42090,44400,45510,NA,45680,NA,66560,22280,28520,89360,41900,44280,45420,NA,45590,NA,140,24680,25320
"6275",2017,"FL",37460,"Panama City-Panama City Beach, FL",NA,260,170,60,120,NA,360,NA,340,NA,NA,21950,29010,74730,NA,42260,43420,NA,43230,NA,NA,19590,29270,74460,NA,39640,42230,NA,40840,NA,530,19600,19140
"6276",2017,"FL",37860,"Pensacola-Ferry Pass-Brent, FL",NA,310,NA,150,300,2210,810,NA,780,NA,NA,28440,22700,80380,49500,50220,50840,NA,53850,NA,NA,22770,19260,88460,48340,47510,48180,NA,49810,NA,80,24510,19880
"6277",2017,"FL",38940,"Port St. Lucie, FL",100,270,470,160,500,1430,690,NA,800,NA,66390,30400,34620,100170,52170,53780,58540,NA,58750,NA,62340,26180,34620,101350,53980,53220,57070,NA,57630,NA,870,22750,21800
"6278",2017,"FL",39460,"Punta Gorda, FL",NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,24740,29290,NA,NA,NA,NA,NA,NA,NA,NA,23370,29060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6279",2017,"FL",42680,"Sebastian-Vero Beach-West Vero Corridor, FL",NA,130,140,60,NA,550,290,NA,310,NA,NA,28000,34350,80210,NA,49970,55110,NA,49840,NA,NA,24590,36150,81300,NA,48740,51470,NA,47890,NA,NA,19340,18510
"6280",2017,"FL",42700,"Sebring, FL",NA,130,NA,NA,NA,310,NA,NA,NA,NA,NA,26150,NA,77170,NA,42850,NA,NA,NA,NA,NA,23480,NA,78320,NA,39830,NA,NA,NA,NA,NA,NA,NA
"6281",2017,"FL",45220,"Tallahassee, FL",80,NA,400,150,220,1380,880,NA,680,NA,61850,26460,30330,89810,45350,47090,46650,NA,47170,NA,60710,22980,29240,89600,45690,46380,46280,NA,46570,NA,90,27160,27830
"6282",2017,"FL",45300,"Tampa-St. Petersburg-Clearwater, FL",530,3930,2880,910,1560,11340,6920,150,4720,NA,69040,25800,28090,82070,47130,47060,50810,48880,47990,NA,69220,24790,27890,87680,46140,46150,48870,44460,46860,NA,980,19420,19040
"6283",2017,"GA",10500,"Albany, GA",NA,170,290,140,NA,600,550,NA,650,NA,NA,29390,18590,86680,49580,56230,53140,NA,53180,NA,NA,27440,18250,84690,49310,57070,53870,NA,53220,NA,NA,19750,18540
"6284",2017,"GA",12020,"Athens-Clarke County, GA",80,170,40,140,130,1310,530,40,220,NA,61680,29480,19750,86570,52220,56380,54010,62820,62530,NA,52050,25590,18800,88830,54110,56460,53740,56360,61860,NA,390,18860,17810
"6285",2017,"GA",12060,"Atlanta-Sandy Springs-Roswell, GA",1370,10220,8730,4920,2830,32410,14790,1340,16610,NA,89330,29930,31770,99490,53430,55740,57470,44860,56660,NA,69600,28490,33740,95730,53240,55390,56540,38130,55140,NA,8850,25820,23840
"6286",2017,"GA",12260,"Augusta-Richmond County, GA-SC",120,570,760,370,270,3650,910,80,920,NA,78610,28130,27190,85920,61990,61220,58640,50180,58400,NA,74890,27470,19990,84070,62000,60870,58220,35630,58500,NA,1550,18740,18280
"6287",2017,"GA",15260,"Brunswick-St. Simons, GA",NA,120,200,70,NA,520,370,NA,250,NA,NA,33340,25440,99040,NA,69730,76020,NA,67880,NA,NA,22830,25760,97240,NA,69120,76320,NA,68330,NA,220,19480,19080
"6288",2017,"GA",17980,"Columbus, GA-AL",60,420,350,240,NA,1650,NA,40,NA,NA,67400,29380,26510,87850,52810,51700,51790,45890,57310,NA,62480,24330,26460,86200,54580,52230,51250,39310,55500,NA,1010,17730,17910
"6289",2017,"GA",19140,"Dalton, GA",NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,86980,NA,57790,NA,NA,NA,NA,NA,NA,NA,84350,NA,58500,NA,NA,NA,NA,NA,NA,NA
"6290",2017,"GA",23580,"Gainesville, GA",NA,140,370,140,NA,NA,650,NA,NA,NA,NA,30380,19890,105240,51040,52640,57220,NA,56920,NA,NA,32680,18020,95670,53070,55140,57080,NA,56970,NA,NA,NA,NA
"6291",2017,"GA",25980,"Hinesville, GA",NA,100,NA,50,NA,420,NA,NA,NA,NA,NA,25000,NA,83990,NA,54370,60040,NA,51800,NA,NA,24020,NA,83860,NA,54500,59900,NA,50540,NA,NA,NA,NA
"6292",2017,"GA",31420,"Macon-Bibb County, GA",40,340,710,170,NA,1140,500,40,NA,NA,61280,27500,19840,93240,48620,48880,53720,50310,53370,NA,56780,23850,17990,84260,50410,51610,52950,52410,54250,NA,290,18010,18150
"6293",2017,"GA",40660,"Rome, GA",NA,70,80,70,NA,NA,NA,NA,NA,NA,NA,25470,19370,92650,NA,59380,NA,NA,NA,NA,NA,24600,18350,89530,NA,57940,NA,NA,NA,NA,NA,NA,NA
"6294",2017,"GA",42340,"Savannah, GA",70,680,320,260,210,1410,1030,60,1090,NA,65140,24750,21080,90440,50910,52270,55590,46090,55520,NA,61340,22580,20230,89440,52630,52510,55170,40300,56220,NA,390,23040,19310
"6295",2017,"GA",46660,"Valdosta, GA",NA,260,NA,80,70,780,190,NA,400,NA,NA,27860,18760,78870,51240,48750,50320,NA,51720,NA,NA,27020,18360,79690,52650,48580,49850,NA,52760,NA,NA,17620,18000
"6296",2017,"GA",47580,"Warner Robins, GA",NA,470,60,170,NA,770,1140,40,NA,NA,NA,30670,22310,90350,NA,52860,58670,NA,37590,NA,NA,26210,21480,89660,NA,53900,57950,NA,35610,NA,NA,NA,NA
"6297",2017,"HI",27980,"Kahului-Wailuku, HI",NA,140,300,90,NA,540,280,NA,250,NA,NA,40220,37400,89790,NA,55420,60120,NA,56490,NA,NA,37090,42280,80720,NA,55810,60060,NA,58610,NA,120,NA,NA
"6298",2017,"HI",46520,"Urban Honolulu, HI",330,1290,540,790,NA,4620,3220,130,NA,NA,NA,39350,39970,95610,47530,60520,59210,53620,60460,NA,NA,37700,38610,92640,47390,60510,58600,48410,60280,NA,2000,47460,47500
"6299",2017,"IA",11180,"Ames, IA",NA,250,90,30,NA,320,210,40,310,NA,NA,23600,33850,95370,NA,51500,60680,45160,57650,NA,NA,23350,30180,95050,NA,52360,60290,39760,57400,NA,230,26340,25510
"6300",2017,"IA",16300,"Cedar Rapids, IA",90,180,530,200,100,1120,960,70,NA,NA,71030,37710,39540,98550,59920,56530,53280,58360,56300,NA,69480,35310,40490,96480,60330,55720,53030,45670,56620,NA,1160,29250,28830
"6301",2017,"IA",19340,"Davenport-Moline-Rock Island, IA-IL",80,420,730,290,100,2110,1610,50,740,NA,80320,28810,33760,104260,60000,57710,60440,38850,65490,NA,81770,24770,31860,107490,57990,56430,58990,33700,63780,NA,860,NA,NA
"6302",2017,"IA",19780,"Des Moines-West Des Moines, IA",200,1540,990,490,230,3690,2090,170,1850,NA,76520,23320,39980,101250,47590,57590,61340,39520,56800,NA,66180,22360,41720,100120,48630,56200,61000,32060,56320,NA,2320,31830,32180
"6303",2017,"IA",20220,"Dubuque, IA",NA,160,150,100,NA,510,620,NA,NA,NA,NA,26880,32060,97480,NA,51010,51320,NA,53540,NA,NA,24180,34120,98860,NA,49480,51000,NA,51610,NA,NA,NA,NA
"6304",2017,"IA",26980,"Iowa City, IA",70,450,NA,100,50,910,NA,80,NA,NA,77160,22390,NA,97370,42220,56280,49690,37630,54890,NA,76080,21470,NA,98310,43320,55970,47800,34350,52480,NA,910,27530,27840
"6305",2017,"IA",43580,"Sioux City, IA-NE-SD",NA,NA,190,140,NA,1020,680,NA,370,NA,NA,28860,33360,90600,NA,57180,52880,44280,60530,NA,NA,28870,30930,91090,NA,57760,52630,45690,61000,NA,740,28550,28190
"6306",2017,"IA",47940,"Waterloo-Cedar Falls, IA",40,160,120,120,50,1020,740,30,NA,NA,85110,27200,44250,105780,51710,55680,NA,35720,50900,NA,86320,22570,39030,99360,50780,55020,NA,34790,44990,NA,400,29470,28940
"6307",2017,"ID",14260,"Boise City, ID",140,550,1210,420,NA,3220,2130,50,NA,NA,67500,23430,27870,78860,44680,48580,48910,38390,57830,NA,69770,21900,28340,83760,48440,45600,48380,31090,57000,NA,2600,21440,20260
"6308",2017,"ID",17660,"Coeur d'Alene, ID",30,110,NA,60,NA,570,NA,NA,NA,NA,NA,21840,27780,74830,NA,48290,57820,NA,NA,NA,NA,21210,28530,67660,NA,49790,57210,NA,NA,NA,NA,18620,17520
"6309",2017,"ID",26820,"Idaho Falls, ID",NA,NA,180,110,NA,780,430,NA,NA,NA,61070,22660,23500,83450,NA,41030,48290,NA,48170,NA,57910,19100,22380,87880,NA,39480,48240,NA,47270,NA,520,19240,19100
"6310",2017,"ID",30300,"Lewiston, ID-WA",NA,110,60,40,NA,280,110,NA,NA,NA,NA,27230,38020,93580,NA,58240,52670,NA,NA,NA,NA,24660,38220,91500,NA,52380,57050,NA,NA,NA,230,22740,22450
"6311",2017,"ID",38540,"Pocatello, ID",NA,NA,NA,NA,NA,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,42960,42440,NA,NA,NA,NA,NA,NA,NA,NA,41600,41750,NA,NA,NA,NA,NA,NA
"6312",2017,"IL",14010,"Bloomington, IL",NA,290,240,130,60,900,600,NA,350,NA,66330,27680,29800,93960,78230,65050,65380,58370,67730,NA,69710,26000,26310,94150,74630,60380,61520,47730,65760,NA,370,25910,24830
"6313",2017,"IL",16580,"Champaign-Urbana, IL",50,400,350,180,NA,1260,600,60,460,NA,65560,29770,26530,90890,53270,46690,52700,NA,56840,NA,61610,28500,24460,89600,49200,45960,50280,NA,53740,NA,230,NA,NA
"6314",2017,"IL",19500,"Decatur, IL",NA,150,160,110,NA,510,330,NA,180,NA,NA,28290,34700,85560,NA,46020,52490,NA,53000,NA,NA,26560,33220,79440,NA,43280,50470,NA,51500,NA,50,33100,23590
"6315",2017,"IL",28100,"Kankakee, IL",50,190,160,NA,NA,510,300,NA,260,NA,80040,24700,39920,NA,NA,57790,53020,NA,48670,NA,78590,22750,40690,NA,NA,52460,51260,NA,46490,NA,330,29530,28160
"6316",2017,"IL",37900,"Peoria, IL",110,610,560,360,110,2360,1050,NA,730,NA,56160,35000,35570,82740,57760,47490,56110,NA,52300,NA,52650,30870,30870,78220,53700,45410,52210,NA,48880,NA,1110,30670,27010
"6317",2017,"IL",40420,"Rockford, IL",NA,480,730,NA,NA,2040,1390,NA,250,NA,73070,43490,32540,91380,64120,80110,81590,NA,62060,NA,66870,27620,30490,92510,62170,79150,78890,NA,55800,NA,480,27260,27810
"6318",2017,"IL",44100,"Springfield, IL",70,570,290,280,50,1240,750,NA,NA,NA,66680,29420,NA,96280,53580,56500,58750,57700,NA,NA,62920,26590,NA,96850,50510,53900,56660,48860,NA,NA,360,33410,28000
"6319",2017,"IN",14020,"Bloomington, IN",30,210,110,70,40,650,NA,NA,110,NA,78000,27610,30310,72160,47760,51090,52700,NA,49260,NA,68620,25430,31770,73160,46000,51360,52310,NA,46340,NA,490,21120,19070
"6320",2017,"IN",18020,"Columbus, IN",30,NA,130,60,NA,NA,220,NA,NA,NA,40410,NA,33320,79310,NA,NA,54700,NA,NA,NA,42920,NA,34710,77820,NA,NA,54130,NA,NA,NA,NA,NA,NA
"6321",2017,"IN",21140,"Elkhart-Goshen, IN",NA,180,410,170,150,930,690,40,340,NA,NA,23540,30510,87620,47430,50460,52020,44250,48890,NA,NA,22160,26320,90000,45370,49210,50770,37760,47320,NA,450,25880,23810
"6322",2017,"IN",21780,"Evansville, IN",110,430,510,190,80,1580,750,30,390,NA,80280,25650,30310,85920,53620,48400,52610,44670,49840,NA,72540,26310,32640,86460,54790,47550,52050,37550,49280,NA,640,23720,22170
"6323",2017,"IN",23060,"Fort Wayne, IN",90,490,710,280,250,1790,1150,50,670,NA,66660,26880,30010,88960,47830,49130,53150,47660,53100,NA,58710,24090,25110,91070,45310,47700,52320,46150,52210,NA,1030,21400,19860
"6324",2017,"IN",26900,"Indianapolis-Carmel-Greenwood, IN",440,1860,4870,1530,630,8030,5890,310,2710,NA,73040,29720,27610,94760,50420,53040,55100,41780,53230,NA,65740,26290,23900,94260,48110,51160,52390,37530,51350,NA,5150,22350,21830
"6325",2017,"IN",29020,"Kokomo, IN",NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,21060,31890,80890,NA,NA,NA,NA,49060,NA,NA,18930,29380,80890,NA,NA,NA,NA,49350,NA,NA,NA,NA
"6326",2017,"IN",29200,"Lafayette-West Lafayette, IN",40,110,280,80,40,610,550,NA,140,NA,72730,29270,26100,84800,45550,48210,53710,NA,48490,NA,58660,26310,23710,85980,40850,46510,52580,NA,47430,NA,430,19460,18530
"6327",2017,"IN",33140,"Michigan City-La Porte, IN",NA,NA,280,110,30,450,420,NA,NA,NA,NA,NA,29820,72660,48970,47840,44750,NA,NA,NA,NA,NA,28500,74390,47860,46010,44290,NA,NA,NA,NA,NA,NA
"6328",2017,"IN",34620,"Muncie, IN",NA,110,260,80,NA,350,350,NA,170,NA,NA,25500,26930,76550,NA,45790,48390,NA,47850,NA,NA,25400,21330,78290,NA,44900,48120,NA,46980,NA,160,NA,NA
"6329",2017,"IN",43780,"South Bend-Mishawaka, IN-MI",110,580,390,280,120,1460,920,30,670,NA,70970,24870,27080,82260,48380,49150,51370,50820,50600,NA,63370,22440,25660,82850,46730,48130,50580,51640,50190,NA,1040,27210,23990
"6330",2017,"IN",45460,"Terre Haute, IN",40,NA,310,110,NA,810,530,NA,NA,NA,79840,NA,24450,78970,NA,49170,49050,NA,52170,NA,74510,NA,22130,79770,NA,47410,46700,NA,49190,NA,220,21250,21360
"6331",2017,"KS",29940,"Lawrence, KS",70,130,30,70,60,NA,210,NA,200,NA,59360,33770,25450,80980,46680,NA,49010,NA,50270,NA,59770,30460,20860,81720,45410,NA,48570,NA,49410,NA,140,25530,25440
"6332",2017,"KS",31740,"Manhattan, KS",NA,70,130,50,30,400,210,NA,150,NA,NA,31590,26420,79980,59800,50930,54230,NA,51310,NA,NA,28350,25460,78910,59710,52620,53840,NA,53190,NA,310,23090,20300
"6333",2017,"KS",45820,"Topeka, KS",100,340,460,200,130,1200,950,50,560,NA,58550,28180,29090,82250,47000,46690,47130,40180,49890,NA,55090,26130,28120,84090,44830,45410,46330,34900,47500,NA,430,25750,26050
"6334",2017,"KS",48620,"Wichita, KS",180,710,1680,530,140,3840,2170,140,1610,NA,57130,30160,28520,83850,50040,51120,51670,41370,51110,NA,54730,26590,28310,83450,48060,48910,50530,39540,50190,NA,1890,34090,27570
"6335",2017,"KY",14540,"Bowling Green, KY",50,80,390,130,80,770,490,NA,270,NA,NA,37130,31270,80380,52260,48890,51620,NA,49920,NA,NA,40210,31360,81070,54330,50770,52600,NA,51530,NA,NA,NA,NA
"6336",2017,"KY",21060,"Elizabethtown, KY",NA,50,520,130,80,480,310,NA,200,NA,NA,42780,34530,86590,56730,55760,59690,NA,58820,NA,NA,43490,33420,88790,57780,56600,59370,NA,58560,NA,NA,NA,NA
"6337",2017,"KY",30460,"Lexington-Fayette, KY",280,440,770,430,290,2070,1250,NA,1110,NA,47270,41280,34810,92950,54980,56460,57160,NA,57430,NA,46860,39680,35140,90840,54890,55260,56380,NA,56250,NA,NA,NA,NA
"6338",2017,"KY",31140,"Louisville/Jefferson County, KY-IN",400,1180,2450,1050,640,4850,3470,200,2110,NA,78790,29010,38250,99120,59950,57930,60050,45580,60280,NA,72220,23920,37920,98880,59430,57670,59260,42840,58650,NA,580,22360,21760
"6339",2017,"KY",36980,"Owensboro, KY",NA,60,340,100,90,510,340,NA,270,NA,NA,42860,28150,87100,49780,52920,57300,NA,53440,NA,NA,48340,28350,88580,48600,52250,57220,NA,52620,NA,NA,NA,NA
"6340",2017,"LA",10780,"Alexandria, LA",50,NA,290,170,NA,970,530,NA,190,NA,NA,25730,18580,65130,NA,41650,45260,NA,41670,NA,NA,20080,18290,63830,NA,42180,44570,NA,42460,NA,NA,NA,NA
"6341",2017,"LA",12940,"Baton Rouge, LA",70,550,1230,610,410,3980,2460,90,1520,NA,89380,36340,19560,77090,51040,50220,52370,38150,50690,NA,101940,31350,18830,75720,49900,49050,51080,35040,49670,NA,90,26470,26500
"6342",2017,"LA",25220,"Hammond, LA",NA,NA,380,100,NA,960,NA,NA,NA,NA,NA,NA,19480,68420,NA,48340,NA,NA,NA,NA,NA,NA,19010,66620,NA,48030,NA,NA,NA,NA,NA,NA,NA
"6343",2017,"LA",26380,"Houma-Bayou Cane-Thibodaux, LA",NA,NA,400,NA,NA,1390,NA,NA,NA,NA,NA,NA,22690,NA,NA,48220,NA,NA,NA,NA,NA,NA,21160,NA,NA,47530,NA,NA,NA,NA,NA,NA,NA
"6344",2017,"LA",29180,"Lafayette, LA",50,230,750,350,240,2110,1050,NA,730,NA,NA,40240,21570,68800,47350,48130,49510,NA,48650,NA,NA,41360,20710,67900,46960,47570,48520,NA,47880,NA,NA,NA,NA
"6345",2017,"LA",29340,"Lake Charles, LA",NA,NA,NA,NA,NA,1230,820,NA,NA,NA,NA,NA,NA,NA,NA,47250,50930,NA,NA,NA,NA,NA,NA,NA,NA,47140,50090,NA,NA,NA,NA,NA,NA
"6346",2017,"LA",33740,"Monroe, LA",NA,110,390,190,110,1040,580,NA,340,NA,NA,37630,18730,80450,49190,48600,51300,NA,49690,NA,NA,36230,18150,78730,48540,48040,50710,NA,49440,NA,NA,NA,NA
"6347",2017,"LA",35380,"New Orleans-Metairie, LA",210,740,1490,990,620,5440,3010,70,1690,NA,59280,37480,27760,NA,50150,49690,51230,54320,50570,NA,50650,38420,26690,NA,49590,49100,50470,52770,50370,NA,NA,28390,27280
"6348",2017,"LA",43340,"Shreveport-Bossier City, LA",30,290,380,440,140,2430,1650,NA,950,NA,70770,32830,19510,68840,51280,51880,57290,34660,51450,NA,60300,31270,19200,69750,50640,49860,56310,34170,50480,NA,NA,NA,NA
"6349",2017,"MD",12580,"Baltimore-Columbia-Towson, MD",1120,5240,5210,2460,1480,12050,10390,470,5760,NA,77730,31440,32110,110220,66800,68940,68010,50740,61350,NA,76580,27660,33800,109880,62340,67870,66590,42910,59550,NA,2840,49910,37330
"6350",2017,"MD",25180,"Hagerstown-Martinsburg, MD-WV",40,220,450,210,NA,1560,1100,NA,NA,NA,71620,35220,29890,88710,NA,60160,64280,NA,NA,NA,67150,32160,28980,90110,NA,56300,59470,NA,NA,NA,570,NA,NA
"6351",2017,"MD",41540,"Salisbury, MD",50,580,680,350,NA,840,1680,50,880,NA,78570,31380,34710,106380,54310,63260,62150,42250,61020,NA,84390,26030,35270,108340,53450,61560,60360,40220,60930,NA,1590,NA,NA
"6352",2017,"MI",11460,"Ann Arbor, MI",220,710,290,240,50,1290,1110,90,NA,NA,74040,31890,31550,95520,72390,62030,57530,47750,65350,NA,71270,29690,31290,91340,73170,61780,55720,45150,66330,NA,NA,NA,NA
"6353",2017,"MI",12980,"Battle Creek, MI",50,140,220,100,NA,780,270,NA,180,NA,67770,31000,28520,87690,NA,60180,63620,NA,64990,NA,61350,31380,28390,88900,NA,60930,65270,NA,67040,NA,NA,22110,19870
"6354",2017,"MI",13020,"Bay City, MI",NA,40,NA,70,NA,240,250,NA,NA,NA,NA,36150,NA,82880,NA,55980,58170,NA,NA,NA,NA,41980,NA,80610,NA,57390,62080,NA,NA,NA,NA,NA,NA
"6355",2017,"MI",22420,"Flint, MI",70,170,440,220,90,1940,740,NA,450,NA,81080,31010,33350,98610,58250,57120,67500,NA,63150,NA,60950,29700,33260,96410,59510,57470,65140,NA,62670,NA,NA,NA,NA
"6356",2017,"MI",24340,"Grand Rapids-Wyoming-Kentwood, MI",340,1210,1280,840,160,4080,3500,140,1820,NA,69740,32220,37250,89160,60900,59300,59340,44070,65530,NA,67280,27840,37050,89900,59800,59880,59710,41870,67080,NA,3600,25870,24010
"6357",2017,"MI",27100,"Jackson, MI",60,NA,150,120,NA,600,410,NA,80,NA,94920,NA,30090,86120,NA,60510,62200,NA,64130,NA,84310,NA,31770,88190,NA,60160,64520,NA,65400,NA,NA,NA,NA
"6358",2017,"MI",28020,"Kalamazoo-Portage, MI",90,510,410,210,30,1250,690,60,220,NA,79550,36750,34500,85060,48390,62300,60390,55080,62220,NA,71550,33950,34880,90130,45900,59150,59340,55670,61640,NA,NA,NA,NA
"6359",2017,"MI",29620,"Lansing-East Lansing, MI",110,340,1980,280,120,1570,1260,50,670,NA,86340,36280,33210,86900,55290,57380,61980,54690,63930,NA,75710,29320,33020,89360,55760,58920,65010,52510,64610,NA,NA,NA,NA
"6360",2017,"MI",33220,"Midland, MI",NA,90,100,60,NA,300,220,NA,110,NA,NA,26920,30740,90720,NA,56330,58290,NA,57600,NA,NA,25780,30820,92110,NA,55430,57930,NA,57710,NA,NA,25270,23060
"6361",2017,"MI",33780,"Monroe, MI",NA,90,80,140,NA,460,270,NA,260,NA,NA,28820,34000,94250,NA,58090,62280,NA,63980,NA,NA,27010,34600,89790,NA,58670,64820,NA,65770,NA,80,29270,21750
"6362",2017,"MI",34740,"Muskegon-Norton Shores, MI",50,80,50,120,60,650,470,NA,230,NA,73600,41150,35000,82980,55730,61910,63640,NA,68680,NA,63250,43190,34280,84740,49800,64110,64050,NA,67540,NA,360,NA,NA
"6363",2017,"MI",35660,"Niles, MI",NA,40,130,170,NA,730,500,NA,330,NA,NA,35500,33780,77750,NA,54580,53650,NA,57840,NA,NA,34320,34140,77860,NA,55510,52050,NA,56000,NA,NA,NA,NA
"6364",2017,"MI",40980,"Saginaw, MI",NA,180,270,100,NA,1050,210,NA,NA,NA,NA,31450,42880,89640,NA,59520,60900,NA,65580,NA,NA,29090,45050,91750,NA,61050,61280,NA,64650,NA,NA,23840,22990
"6365",2017,"MN",20260,"Duluth, MN-WI",170,550,610,140,130,820,670,80,550,NA,75590,37580,32190,96190,59000,63780,54490,51360,62040,NA,75480,29880,32210,95480,58210,65240,52260,43210,59190,NA,NA,34850,35240
"6366",2017,"MN",31860,"Mankato, MN",100,100,320,60,50,370,260,NA,130,NA,70770,26990,33050,94270,47350,51840,59790,NA,62480,NA,65470,23190,33540,95680,45730,49910,56440,NA,58000,NA,NA,NA,NA
"6367",2017,"MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2290,5290,9500,2210,1890,15880,13120,510,8150,NA,84790,35090,33790,106890,62640,66800,68760,59680,69140,NA,83570,30760,34720,111060,61100,65330,65860,51940,66030,NA,4700,39030,36450
"6368",2017,"MN",40340,"Rochester, MN",NA,270,650,110,130,800,NA,30,420,NA,84540,35950,35190,97970,61650,56510,65510,50560,50500,NA,81080,33990,35010,97480,59440,55810,62260,48860,50330,NA,NA,28570,27460
"6369",2017,"MN",41060,"St. Cloud, MN",80,NA,540,100,80,780,720,NA,210,NA,72440,27160,31980,95750,50380,61300,63030,NA,59810,NA,70470,23030,29200,95380,46660,58680,63020,NA,62510,NA,120,31100,29470
"6370",2017,"MO",16020,"Cape Girardeau, MO-IL",NA,NA,100,80,40,390,530,NA,70,NA,56620,NA,25690,79970,42910,45960,47210,NA,42880,NA,50190,NA,22050,78190,42940,43570,44810,NA,42820,NA,60,25430,22770
"6371",2017,"MO",17860,"Columbia, MO",50,230,670,90,NA,210,NA,40,NA,NA,52020,21820,29980,83720,NA,43530,42290,40320,47400,NA,46260,20880,31590,82130,NA,40220,40790,38540,44990,NA,NA,NA,NA
"6372",2017,"MO",27620,"Jefferson City, MO",50,NA,260,160,NA,440,780,NA,410,NA,74350,NA,27900,NA,NA,44720,39790,NA,NA,NA,72900,NA,23260,NA,NA,40670,38080,NA,NA,NA,100,24440,23760
"6373",2017,"MO",27900,"Joplin, MO-KS",40,100,180,200,NA,770,950,NA,320,NA,NA,29120,19770,82660,48200,50460,46100,NA,43040,NA,NA,27970,19000,80550,46540,47040,44930,NA,40760,NA,190,22300,19360
"6374",2017,"MO",28140,"Kansas City, MO-KS",830,1580,4190,1770,800,11050,9520,350,2890,NA,70210,25870,31820,99920,58350,56310,53630,49280,55320,NA,65530,23980,31930,94430,53000,51590,48950,45080,53050,NA,5900,31180,29630
"6375",2017,"MO",41140,"St. Joseph, MO-KS",NA,50,380,130,NA,NA,680,NA,NA,NA,NA,26170,33560,87040,50540,44700,46880,NA,43410,NA,NA,25180,30910,83900,46110,40710,45190,NA,42020,NA,NA,NA,NA
"6376",2017,"MO",41180,"St. Louis, MO-IL",830,3590,7260,2430,680,13230,10140,360,5230,NA,64810,27540,33000,98300,50870,55770,60350,45170,58280,NA,59780,24690,32870,96310,49710,51950,55990,39110,54300,NA,4290,26290,25400
"6377",2017,"MO",44180,"Springfield, MO",NA,320,960,300,190,1710,NA,60,740,NA,72110,27030,31890,90040,59850,57770,48470,43510,62610,NA,82970,23450,29180,89380,64210,57190,46750,41310,62020,NA,NA,25110,22940
"6378",2017,"MS",25060,"Gulfport-Biloxi, MS",70,NA,690,270,180,1560,1020,70,650,NA,51380,NA,24730,82990,45820,46180,48160,NA,45350,NA,48170,NA,25140,81740,44860,45380,47150,NA,45030,NA,NA,22710,19250
