CBSA_Code,horizon,year,y_true,y_pred,y_base,abs_err_model,abs_err_base,mape_model
44900,2,2018,30702.330078125,29422.837890625,29857.236666666668,1279.4921875,845.0934114583324,4.167410695684042
44900,3,2019,31049.0,29333.83984375,29857.236666666668,1715.16015625,1191.7633333333324,5.524043145511933
44940,1,2017,38115.0546875,36250.6640625,37596.42333333333,1864.390625,518.6313541666677,4.891480912951267
44940,2,2018,38647.2578125,36609.53125,37596.42333333333,2037.7265625,1050.8344791666677,5.272629101878792
44940,3,2019,39061.0,36916.5859375,37596.42333333333,2144.4140625,1464.5766666666677,5.489910812575203
44980,1,2017,40234.93359375,37873.4765625,39513.10791666667,2361.45703125,721.8256770833323,5.869170942578176
44980,2,2018,40951.71484375,38270.09765625,39513.10791666667,2681.6171875,1438.6069270833323,6.548241502783528
44980,3,2019,41889.0,38869.22265625,39513.10791666667,3019.77734375,2375.8920833333323,7.208998409486977
45000,1,2017,33643.6953125,30354.337890625,34521.630833333336,3289.357421875,877.9355208333363,9.777039624576762
45000,2,2018,33329.59375,30570.0625,34521.630833333336,2759.53125,1192.0370833333363,8.279522608942692
45000,3,2019,32815.0,30596.279296875,34521.630833333336,2218.720703125,1706.6308333333363,6.761300329498705
45020,1,2017,42997.453125,36059.7578125,40395.27291666667,6937.6953125,2602.1802083333314,16.13513082351898
45020,2,2018,44604.42578125,36611.2734375,40395.27291666667,7993.15234375,4209.152864583331,17.92008798174018
45020,3,2019,45549.0,36868.30078125,40395.27291666667,8680.69921875,5153.727083333331,19.057935890469604
45060,1,2017,48568.39453125,43656.99609375,47161.73416666667,4911.3984375,1406.660364583331,10.112334337796353
45060,2,2018,48913.953125,43915.73046875,47161.73416666667,4998.22265625,1752.218958333331,10.218398507838861
45060,3,2019,50089.0,44305.9921875,47161.73416666667,5783.0078125,2927.265833333331,11.545464697837849
45140,1,2017,33495.55078125,29412.01953125,32822.29125,4083.53125,673.259531249998,12.191264674727673
45140,2,2018,34150.359375,29738.0625,32822.29125,4412.296875,1328.068124999998,12.920206275281693
45140,3,2019,35440.0,29927.6484375,32822.29125,5512.3515625,2617.708749999998,15.554039397573364
45180,1,2017,33878.42578125,32926.8125,34099.72583333333,951.61328125,221.30005208333023,2.8089064332400886
45180,2,2018,34078.05859375,33256.23046875,34099.72583333333,821.828125,21.66723958333023,2.4116048827697165
45180,3,2019,35123.0,33650.33203125,34099.72583333333,1472.66796875,1023.2741666666698,4.192887762292514
45220,1,2017,42396.54296875,38090.55859375,41749.4175,4305.984375,647.1254687499968,10.15645161959052
45220,2,2018,43391.609375,38446.640625,41749.4175,4944.96875,1642.1918749999968,11.396140454861845
45220,3,2019,44630.0,39006.9453125,41749.4175,5623.0546875,2880.582499999997,12.599271090073941
45300,1,2017,47675.375,45695.578125,46692.950833333336,1979.796875,982.424166666664,4.152661358195924
45300,2,2018,48479.1328125,45998.359375,46692.950833333336,2480.7734375,1786.181979166664,5.117198459582078
45300,3,2019,50091.0,46539.63671875,46692.950833333336,3551.36328125,3398.049166666664,7.089823084486236
45340,1,2017,36291.45703125,34178.70703125,36348.82041666667,2112.75,57.36338541666919,5.821618013795215
45340,2,2018,36827.51953125,34337.4453125,36348.82041666667,2490.07421875,478.6991145833308,6.7614497268463785
45340,3,2019,37228.0,34718.171875,36348.82041666667,2509.828125,879.1795833333308,6.741775343827226
45380,1,2017,38893.31640625,37424.265625,39312.809583333335,1469.05078125,419.49317708333547,3.7771291239487343
45380,2,2018,39790.83203125,37850.640625,39312.809583333335,1940.19140625,478.02244791666453,4.875975965333566
45380,3,2019,39576.0,38377.8984375,39312.809583333335,1198.1015625,263.19041666666453,3.02734375
45460,1,2017,37820.85546875,34971.421875,37138.29416666667,2849.43359375,682.5613020833334,7.534027346643134
45460,2,2018,37764.375,35345.9375,37138.29416666667,2418.4375,626.0808333333334,6.40401833738808
45460,3,2019,38193.0,35804.75,37138.29416666667,2388.25,1054.7058333333334,6.2531092084937026
